"","FID","Property","Area","Status","Name","Old_name","RT_status","r_raster3","ARRIVE_MCP","POINT_X","POINT_Y","IPA","art_nat","Perimeter","Type","Purpose","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","Distance","Conversion","Maintenance"
"1626",102,"Frazier Downs",0," ","Frazier Downs Community","Dwelling"," ",1626,0,-1081513.243,-2054323.033,0,1,0,1,"Dwelling",22,40,22,40,32,38,37,46,45,58,70,46,28,35,49,28,60,36,35,42,117.7665308,0,0
"1655",103,"Frazier Downs",0," ","Kalyadajan Community","Dwelling"," ",1655,0,-1062609.655,-2047606.535,0,1,0,1,"Dwelling",19,37,21,37,34,40,40,46,47,59,71,44,25,35,46,29,60,38,41,43,104.3541607,0,0
"1655.1",104,"Frazier Downs",0," ","Wanamuluyundeny Community","Dwelling"," ",1655,0,-1063155.502,-2046703.548,0,1,0,1,"Dwelling",19,37,21,37,34,40,40,46,47,59,71,44,25,35,46,29,60,38,41,43,103.6730488,0,0
"1651",105,"Frazier Downs",0," ","Rollah Community","Dwelling"," ",1651,0,-1082705.61,-2045429.069,0,1,0,1,"Dwelling",19,39,21,39,32,38,37,44,44,57,68,46,28,36,48,29,54,36,36,42,110.4201202,0,0
"1676",106,"Frazier Downs",0.68," ","La Grange","Dwelling"," ",1676,0,-1074994.042,-2041022.588,0,1,0,1,"Dwelling",19,36,21,38,32,38,36,43,45,58,67,44,25,35,46,27,55,36,37,43,102.9543145,0,0
"1747.1",107,"Shamrock",0," ","Shamrock Homestead","Dwelling"," ",1747,0,-1047802.815,-2024671.92,0,1,0,1,"Dwelling",25,42,20,45,37,45,45,52,52,68,74,51,32,40,54,37,69,48,43,47,78.21194979,0,0
"1765",108,"Frazier Downs",0," ","Pilingpiling Community","Dwelling"," ",1765,0,-1070911.194,-2020813.18,0,1,0,1,"Dwelling",22,38,19,41,35,43,44,49,47,66,74,46,29,38,49,35,64,44,39,44,83.17846141,0,0
"1766",109,"Frazier Downs",0," ","Nygah Hygah Community","Dwelling"," ",1766,0,-1061938.911,-2020100.816,0,1,0,1,"Dwelling",22,39,20,42,35,44,45,50,48,66,75,49,29,39,52,37,66,45,39,46,78.46058706,0,0
"1766.1",110,"Frazier Downs",0," ","Yardoogarra Community","Dwelling"," ",1766,0,-1062310.972,-2015394.759,0,1,0,1,"Dwelling",22,39,20,42,35,44,45,50,48,66,75,49,29,39,52,37,66,45,39,46,74.36002147,0,0
"1805",111,"Thangoo",0," ","Barn Hill Caravan Park","Dwelling"," ",1805,0,-1050401.264,-2003565.177,0,1,0,1,"Dwelling",26,42,23,46,39,47,48,60,54,67,76,55,32,41,57,37,72,52,43,46,58.75807698,0,0
"1822",112,"Thangoo",0," ","Eco Beach Resort","Dwelling"," ",1822,0,-1046438.852,-1999466.589,0,1,0,1,"Dwelling",27,42,22,46,40,47,49,59,54,69,76,55,32,41,60,36,73,52,45,49,53.57112681,0,0
"615",113,"Pardoo",0," ","Pardoo Roadhouse","Dwelling"," ",615,0,-1265436.754,-2210493.854,0,1,0,1,"Dwelling",20,24,26,32,26,30,31,45,26,47,57,38,16,26,27,16,42,25,32,28,130.1351419,0,0
"1024",114," ",0," ","80 Mile Beach Caravan Park","Dwelling"," ",1024,0,-1180771.649,-2169158.55,0,1,0,1,"Dwelling",11,23,17,31,20,34,28,37,32,41,51,34,11,21,28,13,46,24,22,27,223.9853636,0,0
"1027",115,"Mandora",0," ","Mandora Homestead","Dwelling"," ",1027,0,-1163133.548,-2166299.391,0,1,0,1,"Dwelling",15,24,17,28,22,32,29,37,35,43,57,34,12,22,31,18,47,24,23,26,241.4314736,0,0
"1498",116,"Nita Downs",0," ","Nita Downs Homestead","Dwelling"," ",1498,0,-1082300.164,-2086301.605,0,1,0,1,"Dwelling",22,37,23,35,30,45,38,49,46,52,72,40,27,31,46,26,67,41,34,41,147.4300256,0,0
"1805.1",117,"Thangoo",0," ","Thangoo Homestead 1","Dwelling"," ",1805,0,-1050442.113,-2003951.24,0,1,0,1,"Dwelling",26,42,23,46,39,47,48,60,54,67,76,55,32,41,57,37,72,52,43,46,59.13374032,0,0
"1823",118,"Thangoo",0," ","Thangoo unknown","Dwelling"," ",1823,0,-1040356.357,-1996419.266,0,1,0,1,"Dwelling",28,42,25,46,41,47,48,60,58,71,76,55,34,41,63,37,74,55,47,48,49.00705657,0,0
"1882",119,"Thangoo",0," ","Thangoo unknown","Dwelling"," ",1882,0,-1018684.006,-1980487.844,0,1,0,1,"Dwelling",34,39,33,45,39,46,49,59,57,73,69,53,30,46,64,39,69,53,41,47,33.71544422,0,0
"1904",120,"Thangoo",0," ","Thangoo Homestead 2","Dwelling"," ",1904,0,-1007938.539,-1969395.14,0,1,0,1,"Dwelling",34,45,36,49,45,51,55,60,56,72,70,53,36,52,67,44,73,57,46,54,30.05163589,0,0
"1928",121,"Roebuck Plains",0," ","Roebuck Homestead","Dwelling"," ",1928,1,-1008635.903,-1952218.909,0,1,0,1,"Dwelling",33,46,32,49,46,54,56,62,57,75,72,55,36,55,69,45,78,56,46,55,21.30681204,0,0
"1026",122,"Mandora",0," "," ","WELL"," ",1026,0,-1166734.794,-2167031.2,0,1,0,1,"Artificial",13,24,17,30,21,32,28,36,34,44,53,34,11,21,29,16,46,24,23,26,237.8103475,12056.71552125,1897.849831675
"1495.1",123," ",0," "," ","WELL"," ",1495,0,-1098121.901,-2083102.45,0,1,0,1,"Artificial",23,38,23,35,31,43,37,47,45,50,70,41,27,29,45,25,70,40,33,38,150.9360285,11926.40404275,1764.932123605
"1575",124,"Frazier Downs",0," "," ","WELL"," ",1575,0,-1087895.656,-2069982.858,1,1,0,1,"Artificial",22,40,23,40,32,42,39,49,48,58,73,44,28,33,46,27,66,41,36,45,134.6416631,11901.96249465,1740.001744543
"1576",125,"Frazier Downs",0," "," ","WELL"," ",1576,0,-1079935.065,-2069322.634,1,1,0,1,"Artificial",23,40,22,40,32,43,39,49,47,59,71,44,28,33,47,27,66,41,36,45,130.7833918,11896.1750877,1734.098589454
"1575.1",126,"Frazier Downs",0," "," ","WELL"," ",1575,0,-1089765.99,-2066640.324,0,1,0,1,"Artificial",22,40,23,40,32,42,39,49,48,58,73,44,28,33,46,27,66,41,36,45,132.4746572,11898.7119858,1736.686225516
"1601",127,"Frazier Downs",0," "," ","WELL"," ",1601,0,-1084843.977,-2062967.936,1,1,0,1,"Artificial",22,40,21,40,32,42,39,47,47,59,70,45,29,34,48,28,65,40,35,44,126.9973086,11890.4959629,1728.305882158
"1602",128,"Frazier Downs",0," "," ","WELL"," ",1602,0,-1076620.704,-2061297.867,0,1,0,1,"Artificial",22,40,22,40,32,38,40,46,46,59,69,45,28,34,49,28,63,40,35,43,122.1011627,11883.15174405,1720.814778931
"1601.1",129,"Frazier Downs",0," "," ","WELL"," ",1601,0,-1081573.182,-2058477.421,0,1,0,1,"Artificial",22,40,21,40,32,42,39,47,47,59,70,45,29,34,48,28,65,40,35,44,121.5354614,11882.3031921,1719.949255942
"1625",130,"Frazier Downs",0," "," ","WELL"," ",1625,0,-1086333.051,-2053168.625,0,1,0,1,"Artificial",22,40,22,40,32,41,39,47,46,59,71,46,28,34,48,28,62,38,35,42,118.9517893,11878.42768395,1715.996237629
"1628",131,"Frazier Downs",0," "," ","WELL"," ",1628,0,-1072276.981,-2053272.943,0,1,0,1,"Artificial",21,38,22,37,32,38,38,45,44,58,68,47,28,36,48,29,58,36,37,42,113.0264216,11869.5396324,1706.930425048
"1653",132,"Frazier Downs",0," "," ","WELL"," ",1653,0,-1072451.006,-2048778.939,0,1,0,1,"Artificial",19,37,21,38,32,40,36,43,44,58,68,45,26,35,47,29,55,36,37,42,108.9460292,11863.4190438,1700.687424676
"1652",133,"Frazier Downs",0," "," ","WELL"," ",1652,0,-1079628.28,-2051164.886,0,1,0,1,"Artificial",19,38,21,37,33,38,36,44,44,58,69,46,27,36,47,29,54,36,37,42,114.101356,11871.152034,1708.57507468
"1651.1",134,"Frazier Downs",0," "," ","WELL"," ",1651,0,-1084164.44,-2051564.49,0,1,0,1,"Artificial",19,39,21,39,32,38,37,44,44,57,68,46,28,36,48,29,54,36,36,42,116.5135139,11874.77027085,1712.265676267
"1651.2",135,"Frazier Downs",0," "," ","WELL"," ",1651,0,-1086113.797,-2048600.96,0,1,0,1,"Artificial",19,39,21,39,32,38,37,44,44,57,68,46,28,36,48,29,54,36,36,42,114.8490553,11872.27358295,1709.719054609
"1722",136,"Frazier Downs",0," "," ","WELL"," ",1722,0,-1061855.911,-2026822.403,0,1,0,1,"Artificial",23,36,20,40,37,43,44,49,49,66,75,45,28,35,50,34,63,42,41,45,84.59957755,11826.899366325,1663.4373536515
"1745",137,"Frazier Downs",0," "," ","WELL"," ",1745,0,-1058783.04,-2024735.648,0,1,0,1,"Artificial",23,39,20,43,36,44,45,50,49,67,75,48,29,40,54,37,67,46,41,45,81.52539269,11822.288089035,1658.7338508157
"1926",138,"Roebuck",0,"Tank"," ","WELL","Tank",1926,1,-1019508.981,-1953955.554,0,1,0,1,"Artificial",33,43,34,47,44,51,51,58,52,72,71,52,33,49,68,43,70,52,41,48,11.45347256,11717.18020884,1551.5238130168
"1990",139," ",0," "," ","WELL"," ",1990,1,-1038491.321,-1927151.635,0,1,0,1,"Artificial",39,53,46,55,40,50,57,53,56,71,73,56,47,61,75,57,93,68,59,57,23.2054106,11734.8081159,1569.504278218
"1962",140," ",0," "," ","WELL"," ",1962,1,-1036584.76,-1942322.768,0,1,0,1,"Artificial",39,51,36,49,40,51,53,53,53,74,70,54,39,53,68,49,83,61,51,55,9.366242949,11714.0493644235,1548.33035171197
"325",141," ",0," "," ","WELL"," ",325,0,-1205883.629,-2232761.809,0,1,0,1,"Artificial",20,32,26,32,22,38,35,47,42,49,59,39,24,31,32,19,54,24,33,40,183.507251,11975.2608765,1814.76609403
"381",142," ",0," "," ","WELL"," ",381,0,-1304897.864,-2232437.914,0,1,0,1,"Artificial",19,20,21,34,22,31,23,35,26,44,51,29,19,20,27,18,52,27,31,41,85.96413236,11828.94619854,1665.5251225108
"532",143," ",0," "," ","WELL"," ",532,0,-1302576.856,-2224216.426,0,1,0,1,"Artificial",20,20,21,36,23,31,23,37,25,47,54,32,20,21,24,18,50,24,29,40,90.54789688,11835.82184532,1672.5382822264
"753",144," ",0," "," ","WELL"," ",753,0,-1310891.436,-2209467.134,0,1,0,1,"Artificial",21,20,21,36,22,34,23,36,25,45,52,32,15,18,25,19,46,24,31,38,89.05781156,11833.58671734,1670.2584516868
"529",145," ",0," "," ","WELL"," ",529,2,-1317234.93,-2223576.171,0,1,0,1,"Artificial",19,20,22,32,21,32,24,35,24,44,50,30,18,19,25,18,52,28,31,38,77.08423757,11815.626356355,1651.9388834821
"603",146," ",0," "," ","WELL"," ",603,0,-1321604.428,-2220848.943,0,1,0,1,"Artificial",20,20,22,34,21,36,24,37,26,44,54,32,17,18,26,18,51,28,33,37,74.24727511,11811.370912665,1647.5983309183
"603.1",147," ",0," "," ","WELL"," ",603,0,-1325994.874,-2219704.164,0,1,0,1,"Artificial",20,20,22,34,21,36,24,37,26,44,54,32,17,18,26,18,51,28,33,37,70.87823449,11806.317351735,1642.4436987697
"751",148," ",0," "," ","WELL"," ",751,0,-1324617.233,-2210829.064,0,1,0,1,"Artificial",20,20,23,33,21,33,25,36,24,45,53,30,15,19,26,17,48,26,32,38,76.67478086,11815.01217129,1651.3124147158
"755",149,"Pardoo",0,"Tank"," ","WELL","Tank",755,0,-1267912.685,-2203300.064,0,1,0,1,"Artificial",20,22,24,31,23,31,25,41,25,45,54,37,15,24,21,12,38,23,28,29,130.4095517,11895.61432755,1733.526614101
"755.1",150,"Pardoo",0,"Tank"," ","WELL","Tank",755,0,-1268723.784,-2204295.346,0,1,0,1,"Artificial",20,22,24,31,23,31,25,41,25,45,54,37,15,24,21,12,38,23,28,29,129.278287,11893.9174305,1731.79577911
"756",151,"Pardoo",0,"Tank"," ","WELL","Tank",756,0,-1265497.263,-2204032.535,0,1,0,1,"Artificial",20,22,24,31,24,30,28,42,26,45,57,37,15,26,24,13,40,24,30,28,132.3641243,11898.54618645,1736.517110179
"757",152,"Pardoo",0,"Tank"," ","WELL","Tank",757,0,-1260586.342,-2202047.518,0,1,0,1,"Artificial",19,23,25,31,24,31,29,41,26,47,57,37,15,26,25,15,42,24,31,29,137.661051,11906.4915765,1744.62140803
"817",153,"Pardoo",0,"Tank"," ","WELL","Tank",817,0,-1256762.679,-2200604.072,0,1,0,1,"Artificial",19,23,26,29,23,31,30,42,27,47,55,36,16,26,26,15,43,25,32,34,141.7469924,11912.6204886,1750.872898372
"818",154,"Pardoo",0,"Tank"," ","WELL","Tank",818,0,-1251272.488,-2199543.314,0,1,0,1,"Artificial",18,23,27,29,24,31,31,42,28,47,55,36,16,27,29,16,45,25,32,35,147.2387905,11920.85818575,1759.275349465
"818.1",155,"Pardoo",0,"Tank"," ","WELL","Tank",818,0,-1249404.462,-2200763.874,0,1,0,1,"Artificial",18,23,27,29,24,31,31,42,28,47,55,36,16,27,29,16,45,25,32,35,148.5382314,11922.8073471,1761.263494042
"817.1",156,"Pardoo",0,"Tank"," ","WELL","Tank",817,0,-1253670.295,-2201453.975,0,1,0,1,"Artificial",19,23,26,29,23,31,30,42,27,47,55,36,16,26,26,15,43,25,32,34,144.3091419,11916.46371285,1754.792987107
"817.2",157,"Pardoo",0,"Tank"," ","WELL","Tank",817,0,-1255232.096,-2202203.48,0,1,0,1,"Artificial",19,23,26,29,23,31,30,42,27,47,55,36,16,26,26,15,43,25,32,34,142.5820105,11913.87301575,1752.150476065
"817.3",158,"Pardoo",0,"Tank"," ","WELL","Tank",817,0,-1255167.611,-2202937.207,0,1,0,1,"Artificial",19,23,26,29,23,31,30,42,27,47,55,36,16,26,26,15,43,25,32,34,142.3789518,11913.5684277,1751.839796254
"614",159,"Pardoo",0,"Tank"," ","WELL","Tank",614,0,-1271098.63,-2213779.435,0,1,0,1,"Artificial",20,24,25,32,26,32,29,45,26,47,54,36,14,26,26,14,41,24,30,29,123.7096987,11885.56454805,1723.275839011
"314",160,"Pardoo",0,"Tank"," ","WELL","Tank",314,0,-1266942.619,-2234236.036,0,1,0,1,"Artificial",21,28,30,32,26,36,33,51,31,53,59,40,23,28,30,21,50,32,35,33,122.8016944,11884.2025416,1721.886592432
"464",161,"Pardoo",0,"Tank"," ","WELL","Tank",464,0,-1267725.333,-2227593.377,0,1,0,1,"Artificial",21,25,26,34,28,32,31,47,28,50,58,37,19,26,28,20,45,29,33,31,123.2624752,11884.8937128,1722.591587056
"1073",162,"Mandora",0," "," ","TANK"," ",1073,0,-1140933.514,-2157299.485,0,1,0,1,"Artificial",19,28,20,32,21,37,35,43,44,51,61,36,14,23,33,17,52,29,25,25,236.5234661,12054.78519915,1895.880903133
"1071",163,"Mandora",0," "," ","TANK"," ",1071,0,-1151075.299,-2161540.94,0,1,0,1,"Artificial",17,24,20,32,22,35,30,42,40,48,59,34,13,22,32,18,49,26,24,26,245.1369947,12067.70549205,1909.059601891
"1031",164,"Mandora",0," "," ","TANK"," ",1031,0,-1139445.092,-2163244.014,0,1,0,1,"Artificial",18,27,19,32,20,35,35,44,43,48,61,36,14,22,33,18,50,27,24,25,241.1033418,12061.6550127,1902.888112954
"1026.1",165,"Mandora",0," "," ","TANK"," ",1026,0,-1166500.256,-2166888.224,0,1,0,1,"Artificial",13,24,17,30,21,32,28,36,34,44,53,34,11,21,29,16,46,24,23,26,238.0808647,12057.12129705,1898.263722991
"1031.1",166,"Mandora",0," "," ","TANK"," ",1031,0,-1140438.217,-2164945.873,0,1,0,1,"Artificial",18,27,19,32,20,35,35,44,43,48,61,36,14,22,33,18,50,27,24,25,243.0707855,12064.60617825,1905.898301815
"1070",167,"Mandora",0," "," ","TANK"," ",1070,0,-1155951.815,-2164382.551,0,1,0,1,"Artificial",17,25,18,30,21,33,29,40,36,46,59,35,13,22,34,18,49,26,24,26,248.8213781,12073.23206715,1914.696708493
"1072",168,"Mandora",0," "," ","TANK"," ",1072,0,-1145008.772,-2160210.869,0,1,0,1,"Artificial",18,27,19,32,20,35,35,43,43,48,60,36,14,22,32,18,50,27,24,27,241.0203296,12061.5304944,1902.761104288
"1471",169,"Nita Downs",0,"Tank"," ","TANK","Dam",1471,0,-1078865.327,-2090461.891,0,1,0,1,"Artificial",22,36,23,35,30,43,37,46,45,49,71,39,28,28,45,25,67,40,34,38,150.1621491,11925.24322365,1763.748088123
"1549",170,"Frazier Downs",0," "," ","TANK"," ",1549,0,-1087472.714,-2074860.599,0,1,0,1,"Artificial",22,40,23,38,32,43,39,49,50,59,73,43,27,31,48,27,67,42,36,43,138.8784205,11908.31763075,1746.483983365
"1575.2",171,"Frazier Downs",0," "," ","TANK"," ",1575,0,-1087166.587,-2067315.171,1,1,0,1,"Artificial",22,40,23,40,32,42,39,49,48,58,73,44,28,33,46,27,66,41,36,45,131.9221233,11897.88318495,1735.840848649
"1600.1",172," ",0," "," ","TANK"," ",1600,0,-1086701.415,-2062219.845,1,1,0,1,"Artificial",22,41,22,40,32,42,39,48,47,59,71,45,29,34,47,28,64,40,36,45,127.1468135,11890.72022025,1728.534624655
"1626.1",173,"Frazier Downs",0," "," ","TANK"," ",1626,0,-1083132.799,-2056419.129,0,1,0,1,"Artificial",22,40,22,40,32,38,37,46,45,58,70,46,28,35,49,28,60,36,35,42,120.3629103,11880.54436545,1718.155252759
"1626.2",174,"Frazier Downs",0," "," ","TANK"," ",1626,0,-1082272.64,-2053792.735,0,1,0,1,"Artificial",22,40,22,40,32,38,37,46,45,58,70,46,28,35,49,28,60,36,35,42,117.6285646,11876.4428469,1713.971703838
"1652.1",175,"Frazier Downs",0," "," ","TANK"," ",1652,0,-1079893.061,-2051570.626,0,1,0,1,"Artificial",19,38,21,37,33,38,36,44,44,58,69,46,27,36,47,29,54,36,37,42,114.5821063,11871.87315945,1709.310622639
"1676.1",176,"Frazier Downs",0," "," ","TANK"," ",1676,0,-1074046.907,-2040055.384,0,1,0,1,"Artificial",19,36,21,38,32,38,36,43,45,58,67,44,25,35,46,27,55,36,37,43,101.6696317,11852.50444755,1689.554536501
"1722.1",177,"Frazier Downs",0," "," ","TANK"," ",1722,0,-1064869.109,-2031400.94,1,1,0,1,"Artificial",23,36,20,40,37,43,44,49,49,66,75,45,28,35,50,34,63,42,41,45,89.98671345,11834.980070175,1671.6796715785
"1549.1",178,"Frazier Downs",0," "," ","TANK"," ",1549,0,-1089776.333,-2075044.551,0,1,0,1,"Artificial",22,40,23,38,32,43,39,49,50,59,73,43,27,31,48,27,67,42,36,43,140.0196021,11910.02940315,1748.229991213
"1871",179,"Thangoo",0,"Tank"," ","TANK","Tank",1871,0,-1014470.905,-1984551.554,0,1,0,1,"Artificial",35,45,31,44,42,46,48,61,59,73,70,54,34,46,65,39,74,55,43,47,39.01822773,11758.527341595,1593.6978884269
"1893",180,"Thangoo",0,"Tank"," ","TANK","Tank",1893,0,-1012434.516,-1972485.847,0,1,0,1,"Artificial",34,42,34,47,43,48,51,59,56,72,71,54,33,48,65,40,70,54,42,49,29.43357529,11744.150362935,1579.0333701937
"1822.1",181,"Thangoo",0,"Tank"," ","TANK","Tank",1822,0,-1046092.611,-2000196.138,0,1,0,1,"Artificial",27,42,22,46,40,47,49,59,54,69,76,55,32,41,60,36,73,52,45,49,54.15809974,11781.23714961,1616.8618926022
"1932",182,"Roebuck",0,"Tank"," ","TANK","Tank",1932,1,-984412.2993,-1953170.793,0,1,0,1,"Artificial",42,59,44,66,54,76,68,77,67,78,79,61,46,60,76,53,91,65,67,63,45.45123378,11768.17685067,1603.5403876834
"1919",183,"Roebuck",0,"Tank"," ","TANK","Tank",1919,1,-985265.2101,-1957544.261,0,1,0,1,"Artificial",39,58,41,64,54,75,62,76,66,78,81,60,46,59,78,52,89,63,65,63,45.26050249,11767.890753735,1603.2485688097
"1918",184,"Roebuck",0,"Tank"," ","TANK","Tank",1918,1,-987432.6701,-1957263.287,0,1,0,1,"Artificial",39,56,39,57,50,68,59,70,62,75,71,61,42,59,74,49,83,61,60,63,43.08053317,11764.620799755,1599.9132157501
"1955",185,"Roebuck",0,"Tank"," ","TANK","Tank",1955,1,-1002673.856,-1944392.311,0,1,0,1,"Artificial",42,53,38,53,45,60,56,63,62,73,70,56,39,55,70,50,83,56,53,59,27.28559086,11740.92838629,1575.7469540158
"1957",186,"Roebuck",0,"Tank"," ","TANK","Tank",1957,1,-992159.5816,-1940464.7,0,1,0,1,"Artificial",43,61,50,65,47,69,63,66,66,75,72,60,44,59,73,51,85,60,60,63,38.34636672,11757.51955008,1592.6699410816
"1943",187,"Roebuck",0,"Tank"," ","TANK","Tank",1943,1,-995890.7997,-1950068.454,0,1,0,1,"Artificial",41,55,37,55,48,62,55,64,63,71,71,58,40,58,73,52,82,57,53,60,33.77424457,11750.661366855,1585.6745941921
"1958",188,"Roebuck",0,"Tank"," ","TANK","Tank",1958,1,-982787.5487,-1943208.333,0,1,0,1,"Artificial",44,60,50,67,51,76,70,73,71,80,75,61,49,59,73,57,90,66,64,63,47.15477756,11770.73216634,1606.1468096668
"1916",189,"Roebuck",0,"Tank"," ","TANK","Tank",1916,1,-999857.0495,-1962730.233,0,1,0,1,"Artificial",35,48,36,52,48,58,56,63,60,72,70,57,41,55,71,46,78,57,49,57,32.95880253,11749.438203795,1584.4269678709
"1908",190,"Roebuck",0,"Tank"," ","TANK","Tank",1908,1,-984670.0387,-1964636.625,0,1,0,1,"Artificial",40,58,41,63,56,76,65,77,66,77,84,60,46,61,78,52,91,64,63,62,47.73737476,11771.60606214,1607.0381833828
"1925",191,"Roebuck",0,"Tank"," ","TANK","Tank",1925,1,-1021993.065,-1953400.673,0,1,0,1,"Artificial",33,43,34,48,41,48,48,56,50,70,70,51,30,47,67,43,73,46,42,49,9.023228125,11713.5348421875,1547.80553903125
"1928.1",192,"Roebuck",0,"Tank"," ","TANK","Tank",1928,1,-1008107.588,-1954477.383,0,1,0,1,"Artificial",33,46,32,49,46,54,56,62,57,75,72,55,36,55,69,45,78,56,46,55,22.31353224,11733.47029836,1568.1397043272
"1940",193,"Roebuck",0,"Tank"," ","TANK","Tank",1940,1,-1012842.203,-1950846.175,0,1,0,1,"Artificial",35,47,33,46,43,54,57,60,54,74,71,56,35,52,68,46,75,53,45,55,16.94049555,11725.410743325,1559.9189581915
"1940.1",194,"Roebuck",0,"Tank"," ","TANK","Tank",1940,1,-1012720.259,-1950723.737,0,1,0,1,"Artificial",35,47,33,46,43,54,57,60,54,74,71,56,35,52,68,46,75,53,45,55,17.04568151,11725.568522265,1560.0798927103
"1940.2",195,"Roebuck",0,"Tank"," ","TANK","Tank",1940,1,-1014589.083,-1951054.378,0,1,0,1,"Artificial",35,47,33,46,43,54,57,60,54,74,71,56,35,52,68,46,75,53,45,55,15.24294574,11722.86441861,1557.3217069822
"1940.3",196,"Roebuck",0,"Tank"," ","TANK","Tank",1940,1,-1010580.191,-1948610.648,0,1,0,1,"Artificial",35,47,33,46,43,54,57,60,54,74,71,56,35,52,68,46,75,53,45,55,19.05290858,11728.57936287,1563.1509501274
"1940.4",197,"Roebuck",0,"Tank"," ","TANK","Tank",1940,1,-1010438.379,-1951068.975,0,1,0,1,"Artificial",35,47,33,46,43,54,57,60,54,74,71,56,35,52,68,46,75,53,45,55,19.35288406,11729.02932609,1563.6099126118
"1941",198,"Roebuck",0,"Tank"," ","TANK","Tank",1941,1,-1006550.927,-1951339.819,0,1,0,1,"Artificial",38,50,33,47,46,58,57,64,58,75,71,56,38,55,70,49,79,55,47,56,23.24423234,11734.86634851,1569.5636754802
"1964",199," ",0," "," ","TANK"," ",1964,1,-1028646.697,-1936364.215,0,1,0,1,"Artificial",40,52,35,50,40,49,56,56,55,75,72,53,35,51,69,47,79,57,50,55,12.2752609,11718.41289135,1552.781149177
"1964.1",200," ",0," "," ","TANK"," ",1964,1,-1029423.626,-1937444.64,0,1,0,1,"Artificial",40,52,35,50,40,49,56,56,55,75,72,53,35,51,69,47,79,57,50,55,11.15710714,11716.73566071,1551.0703739242
"1949",201," ",0," "," ","TANK"," ",1949,1,-1035079.954,-1946584.009,0,1,0,1,"Artificial",37,47,31,48,41,48,49,53,52,71,70,48,26,46,64,43,72,48,46,49,5.807890468,11708.711835702,1542.88607241604
"1949.1",202," ",0," "," ","TANK"," ",1949,1,-1034701.765,-1947473.367,0,1,0,1,"Artificial",37,47,31,48,41,48,49,53,52,71,70,48,26,46,64,43,72,48,46,49,5.192321561,11707.7884823415,1541.94425198833
"1698",203,"Frazier Downs",0," "," ","TANK"," ",1698,0,-1071081.434,-2036516.815,0,1,0,1,"Artificial",20,35,21,38,32,37,37,43,46,58,69,45,24,33,46,27,56,37,38,42,97.19758038,11845.79637057,1682.7122979814
"306",204," ",0," "," ","TANK"," ",306,0,-1307736.733,-2243363.71,0,1,0,1,"Artificial",19,20,21,35,23,30,27,35,27,43,49,30,20,20,28,18,52,27,32,41,81.11681965,11821.675229475,1658.1087340645
"378",205," ",0," "," ","TANK"," ",378,0,-1323250.286,-2238898.525,0,1,0,1,"Artificial",20,21,21,30,18,27,24,34,24,38,48,29,18,19,28,18,52,27,35,38,66.60647356,11799.90971034,1635.9079045468
"751.1",206," ",0," "," ","TANK"," ",751,0,-1323069.762,-2213290.345,0,1,0,1,"Artificial",20,20,23,33,21,33,25,36,24,45,53,30,15,19,26,17,48,26,32,38,76.6371547,11814.95573205,1651.254846691
"603.2",207," ",0," "," ","TANK"," ",603,0,-1324366.467,-2216268.353,0,1,0,1,"Artificial",20,20,22,34,21,36,24,37,26,44,54,32,17,18,26,18,51,28,33,37,73.98843803,11810.982657045,1647.2023101859
"751.2",208," ",0," "," ","TANK"," ",751,0,-1322755.079,-2211417.468,0,1,0,1,"Artificial",20,20,23,33,21,33,25,36,24,45,53,30,15,19,26,17,48,26,32,38,77.90490629,11816.857359435,1653.1945066237
"751.3",209," ",0," "," ","TANK"," ",751,0,-1323939.578,-2209196.284,0,1,0,1,"Artificial",20,20,23,33,21,33,25,36,24,45,53,30,15,19,26,17,48,26,32,38,78.15547431,11817.233211465,1653.5778756943
"233",210,"Pardoo",0,"Tank"," ","TANK","Tank",233,0,-1294749,-2246352.013,0,1,0,1,"Artificial",20,20,22,37,24,35,27,40,30,47,62,36,19,23,25,19,54,26,36,41,93.73226024,11840.59839036,1677.4103581672
"534.1",211,"Pardoo",0,"Tank"," ","TANK","Tank",534,0,-1292827.116,-2220739.193,0,1,0,1,"Artificial",20,20,20,35,24,31,23,41,25,47,58,32,18,23,24,19,46,25,30,34,100.8985908,11851.3478862,1688.374843924
"753.1",212," ",0," "," ","TANK"," ",753,0,-1316442.898,-2208630.346,0,1,0,1,"Artificial",21,20,21,36,22,34,23,36,25,45,52,32,15,18,25,19,46,24,31,38,84.72628646,11827.08942969,1663.6312182838
"820",213,"Wallal Downs",0,"Tank"," ","BOREEQ","Tank",820,0,-1238073.833,-2196209.695,0,1,0,1,"Artificial",17,23,26,30,23,33,34,42,29,51,55,36,17,28,30,16,47,25,34,35,160.748055,11941.1220825,1779.94452415
"928",214,"Wallal Downs",0,"Tank"," ","BOREEQ","Tank",928,0,-1200091.797,-2181509.836,0,1,0,1,"Artificial",12,24,20,33,21,35,29,41,31,50,57,37,13,27,32,16,46,25,26,30,201.4752429,12002.21286435,1842.257121637
"823.1",215,"Wallal Downs",0,"Tank"," ","BOREEQ","Tank",823,0,-1223779.71,-2192328.2,0,1,0,1,"Artificial",15,27,25,29,25,35,34,44,31,49,57,38,18,26,32,17,49,27,31,33,175.4913248,11963.2369872,1802.501726944
