"","FID","Property","Area","Status","Name","Old_name","RT_status","r_raster3","ARRIVE_MCP","POINT_X","POINT_Y","IPA","art_nat","Perimeter","Type","Purpose","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","Distance","Conversion","Maintenance"
"1522.2",325,"Frazier Downs",0," "," ","WELLEQ"," ",1522,0,-1096032.032,-2081190.757,0,1,0,1,"Artificial",22,37,23,36,31,44,38,49,46,54,71,42,27,31,46,25,68,41,35,41,148.2875103,11922.43126545,1760.879890759
"1495.2",326," ",0," "," ","WELLEQ"," ",1495,0,-1098255.289,-2083752.053,0,1,0,1,"Artificial",23,38,23,35,31,43,37,47,45,50,70,41,27,29,45,25,70,40,33,38,151.5755325,11927.36329875,1765.910564725
"1549.2",327,"Frazier Downs",0," "," ","WELLEQ"," ",1549,0,-1087733.623,-2075030.471,0,1,0,1,"Artificial",22,40,23,38,32,43,39,49,50,59,73,43,27,31,48,27,67,42,36,43,139.1416209,11908.71243135,1746.886679977
"1550",328,"Frazier Downs",0," "," ","WELLEQ"," ",1550,0,-1082915.227,-2074282.304,1,1,0,1,"Artificial",22,40,23,38,32,43,39,49,48,58,73,43,27,32,47,27,65,41,36,43,136.5103735,11904.76556025,1742.860871455
"1550.1",329,"Frazier Downs",0," "," ","WELLEQ"," ",1550,0,-1084411.786,-2073117.612,1,1,0,1,"Artificial",22,40,23,38,32,43,39,49,48,58,73,43,27,32,47,27,65,41,36,43,136.0345374,11904.0518061,1742.132842222
"1548",330,"Frazier Downs",0," "," ","WELLEQ"," ",1548,0,-1091432.419,-2074127.295,0,1,0,1,"Artificial",22,40,23,37,32,43,39,49,47,58,73,43,27,31,47,26,66,43,35,43,139.9153785,11909.87306775,1748.070529105
"1575.3",331,"Frazier Downs",0," "," ","WELLEQ"," ",1575,0,-1086944.476,-2067543.049,1,1,0,1,"Artificial",22,40,23,40,32,42,39,49,48,58,73,44,28,33,46,27,66,41,36,45,132.0306609,11898.04599135,1736.006911177
"1600.2",332,"Frazier Downs",0," "," ","WELLEQ"," ",1600,0,-1086984.559,-2062086.619,1,1,0,1,"Artificial",22,41,22,40,32,42,39,48,47,59,71,45,29,34,47,28,64,40,36,45,127.1552314,11890.7328471,1728.547504042
"1626.3",333,"Frazier Downs",0," "," ","WELLEQ"," ",1626,0,-1083063.413,-2056208.56,0,1,0,1,"Artificial",22,40,22,40,32,38,37,46,45,58,70,46,28,35,49,28,60,36,35,42,120.1434487,11880.21517305,1717.819476511
"1626.4",334,"Frazier Downs",0," "," ","WELLEQ"," ",1626,0,-1082550.134,-2053822.99,0,1,0,1,"Artificial",22,40,22,40,32,38,37,46,45,58,70,46,28,35,49,28,60,36,35,42,117.7800353,11876.67005295,1714.203454009
"1627",335,"Frazier Downs",0," "," ","WELLEQ"," ",1627,0,-1076023.411,-2053930.466,0,1,0,1,"Artificial",21,39,22,39,32,38,36,45,44,58,70,46,28,36,49,29,59,36,35,42,115.0939381,11872.64090715,1710.093725293
"1627.1",336,"Frazier Downs",0," "," ","WELLEQ"," ",1627,0,-1079609.1,-2054529.103,0,1,0,1,"Artificial",21,39,22,39,32,38,36,45,44,58,70,46,28,36,49,29,59,36,35,42,117.1265226,11875.6897839,1713.203579578
"1650",337,"Frazier Downs",0," "," ","WELLEQ"," ",1650,0,-1086667.289,-2051366.076,0,1,0,1,"Artificial",20,39,22,40,32,40,38,45,45,58,70,46,27,35,49,28,58,36,36,42,117.5321689,11876.29825335,1713.824218417
"1651.3",338,"Frazier Downs",0," "," ","WELLEQ"," ",1651,0,-1083529.982,-2047166.445,0,1,0,1,"Artificial",19,39,21,39,32,38,37,44,44,57,68,46,28,36,48,29,54,36,36,42,112.3399381,11868.50990715,1705.880105293
"1700",339,"Frazier Downs",0," "," ","WELLEQ"," ",1700,0,-1064384.973,-2038567.348,0,1,0,1,"Artificial",21,37,21,40,34,42,43,48,46,62,74,46,25,34,47,32,61,41,42,43,96.4461308,11844.6691962,1681.562580124
"1959",340,"Roebuck",0,"Tank"," ","WELLEQ","Tank",1959,1,-981184.6806,-1940875.237,0,1,0,1,"Artificial",45,62,49,67,62,87,74,76,70,81,80,66,54,59,78,57,95,71,68,63,49.06034617,11773.590519255,1609.0623296401
"1962.1",341," ",0," "," ","WELLEQ"," ",1962,1,-1037834.89,-1937263.339,0,1,0,1,"Artificial",39,51,36,49,40,51,53,53,53,74,70,54,39,53,68,49,83,61,51,55,13.9922949,11720.98844235,1555.408211197
"1962.2",342," ",0," "," ","WELLEQ"," ",1962,1,-1034852.063,-1939029.131,0,1,0,1,"Artificial",39,51,36,49,40,51,53,53,53,74,70,54,39,53,68,49,83,61,51,55,10.90114381,11716.351715715,1550.6787500293
"1950.1",343," ",0," "," ","WELLEQ"," ",1950,1,-1027483.669,-1943354.124,0,1,0,1,"Artificial",37,48,32,48,43,48,51,54,53,70,73,49,28,46,65,42,70,47,44,50,5.668945179,11708.5034177685,1542.67348612387
"1962.3",344," ",0," "," ","WELLEQ"," ",1962,1,-1037499.367,-1941452.33,0,1,0,1,"Artificial",39,51,36,49,40,51,53,53,53,74,70,54,39,53,68,49,83,61,51,55,10.62846421,11715.942696315,1550.2615502413
"819.3",345,"Pardoo",0,"Tank"," ","WELLEQ","Tank",819,0,-1245359.241,-2198021.982,0,1,0,1,"Artificial",18,24,27,30,23,32,33,41,29,48,56,36,18,28,29,15,48,27,33,35,153.2990194,11929.9485291,1768.547499682
"819.4",346,"Pardoo",0,"Tank"," ","WELLEQ","Tank",819,0,-1243808.294,-2197539.861,0,1,0,1,"Artificial",18,24,27,30,23,32,33,41,29,48,56,36,18,28,29,15,48,27,33,35,154.9192104,11932.3788156,1771.026391912
"819.5",347,"Pardoo",0,"Tank"," ","WELLEQ","Tank",819,0,-1241982.884,-2200493.758,0,1,0,1,"Artificial",18,24,27,30,23,32,33,41,29,48,56,36,18,28,29,15,48,27,33,35,155.5873389,11933.38100835,1772.048628517
"820.2",348,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",820,0,-1238060.74,-2200881.087,0,1,0,1,"Artificial",17,23,26,30,23,33,34,42,29,51,55,36,17,28,30,16,47,25,34,35,159.1498127,11938.72471905,1777.499213431
"760.1",349,"Pardoo",0,"Tank"," ","WELLEQ","Tank",760,0,-1241263.341,-2206814.436,0,1,0,1,"Artificial",18,24,29,30,23,34,34,45,31,50,57,37,17,28,29,17,48,27,35,35,154.2265349,11931.33980235,1769.966598397
"819.6",350,"Wallal Downs",0,"Tank"," ","WELLEQ","Tank",819,0,-1241579.004,-2200102.373,0,1,0,1,"Artificial",18,24,27,30,23,32,33,41,29,48,56,36,18,28,29,15,48,27,33,35,156.1008642,11934.1512963,1772.834322226
"760.2",351,"Pardoo",0,"Tank"," ","WELLEQ","Tank",760,0,-1241623.947,-2206279.818,0,1,0,1,"Artificial",18,24,29,30,23,34,34,45,31,50,57,37,17,28,29,17,48,27,35,35,154.0467241,11931.07008615,1769.691487873
"817.5",352,"Pardoo",0,"Tank"," ","WELLEQ","Tank",817,0,-1256440.695,-2202200.229,0,1,0,1,"Artificial",19,23,26,29,23,31,30,42,27,47,55,36,16,26,26,15,43,25,32,34,141.4568169,11912.18522535,1750.428929857
"614.3",353,"Pardoo",0," "," ","WELLEQ","Tank",614,0,-1271718.03,-2211105.436,0,1,0,1,"Artificial",20,24,25,32,26,32,29,45,26,47,54,36,14,26,26,14,41,24,30,29,124.0161627,11886.02424405,1723.744728931
"542",354,"Pardoo",0,"Tank"," ","WELLEQ","Tank",542,0,-1253469.998,-2215749.749,0,1,0,1,"Artificial",19,26,27,33,25,32,32,47,30,50,60,39,18,27,26,18,47,26,33,31,139.9639757,11909.94596355,1748.144882821
"1941.1",355,"Roebuck",0,"Tank"," ","WELLEQ","Tank",1941,1,-1004583.75,-1950299.842,0,1,0,1,"Artificial",38,50,33,47,46,58,57,64,58,75,71,56,38,55,70,49,79,55,47,56,25.10697008,11737.66045512,1572.4136642224
"1030",356,"Mandora",0," "," ","WELLEQ"," ",1030,0,-1147282.151,-2167592.674,0,1,0,1,"Artificial",17,24,18,32,20,35,31,44,40,48,59,34,13,22,34,18,50,27,24,26,248.5944242,12072.8916363,1914.349469026
"984",357,"Mandora",0," "," ","WELLEQ"," ",984,0,-1156427.278,-2172037.694,0,1,0,1,"Artificial",15,24,18,28,22,33,29,39,35,42,57,35,13,23,34,18,47,25,24,26,245.7289896,12068.5934844,1909.965354088
"1070.3",358,"Mandora",0," "," ","WELLEQ"," ",1070,0,-1157955.449,-2159433.395,0,1,0,1,"Artificial",17,25,18,30,21,33,29,40,36,46,59,35,13,22,34,18,49,26,24,26,246.8145846,12070.2218769,1911.626314438
"1070.4",359,"Mandora",0," "," ","WELLEQ"," ",1070,0,-1157690.694,-2159285.312,0,1,0,1,"Artificial",17,25,18,30,21,33,29,40,36,46,59,35,13,22,34,18,49,26,24,26,246.5504849,12069.82572735,1911.222241897
"1027.5",360,"Mandora",0," "," ","WELLEQ"," ",1027,0,-1162612.608,-2170733.313,0,1,0,1,"Artificial",15,24,17,28,22,32,29,37,35,43,57,34,12,22,31,18,47,24,23,26,240.3510051,12060.52650765,1901.737037803
"1027.6",361,"Mandora",0," "," ","WELLEQ"," ",1027,0,-1163112.173,-2167017.223,0,1,0,1,"Artificial",15,24,17,28,22,32,29,37,35,43,57,34,12,22,31,18,47,24,23,26,241.192516,12061.788774,1903.02454948
"1026.4",362,"Mandora",0," "," ","WELLEQ"," ",1026,0,-1167579.292,-2165942.566,0,1,0,1,"Artificial",13,24,17,30,21,32,28,36,34,44,53,34,11,21,29,16,46,24,23,26,237.4242964,12056.1364446,1897.259173492
"232",363," ",0," "," ","WELLEQ"," ",232,0,-1300834.177,-2246190.204,0,1,0,1,"Artificial",19,20,22,36,25,33,27,38,30,43,58,31,20,22,28,18,54,28,36,40,87.68074709,11831.521120635,1668.1515430477
"228",364," ",0," "," ","WELLEQ"," ",228,0,-1321875.321,-2248875.092,0,1,0,1,"Artificial",21,22,21,32,19,30,29,31,27,37,50,31,19,22,27,19,52,29,33,37,66.49282251,11799.739233765,1635.7340184403
"381.1",365," ",0," "," ","WELLEQ"," ",381,0,-1307212.578,-2235368.098,0,1,0,1,"Artificial",19,20,21,34,22,31,23,35,26,44,51,29,19,20,27,18,52,27,31,41,83.02781839,11824.541727585,1661.0325621367
"382",366," ",0," "," ","WELLEQ"," ",382,0,-1301834.714,-2235457.679,0,1,0,1,"Artificial",20,20,22,35,24,31,23,37,26,47,55,31,20,23,26,18,51,26,31,41,88.26253536,11832.39380304,1669.0416791008
"306.1",367," ",0," "," ","WELLEQ"," ",306,0,-1303299.519,-2240250.75,0,1,0,1,"Artificial",19,20,21,35,23,30,27,35,27,43,49,30,20,20,28,18,52,27,32,41,85.95125217,11828.926878255,1665.5054158201
"307",368," ",0," "," ","WELLEQ"," ",307,0,-1302123.522,-2242934.237,0,1,0,1,"Artificial",20,20,22,35,25,32,26,36,27,43,56,31,20,22,27,18,53,26,34,41,86.73951393,11830.109270895,1666.7114563129
"305",369," ",0," "," ","WELLEQ"," ",305,0,-1309775.769,-2239260.077,0,1,0,1,"Artificial",19,20,23,32,21,27,27,36,28,40,51,29,18,20,28,18,52,29,33,39,79.73442592,11819.60163888,1655.9936716576
"305.1",370," ",0," "," ","WELLEQ"," ",305,0,-1311695.538,-2242678.106,0,1,0,1,"Artificial",19,20,23,32,21,27,27,36,28,40,51,29,18,20,28,18,52,29,33,39,77.28657324,11815.92985986,1652.2484570572
"231",371," ",0," "," ","WELLEQ"," ",231,0,-1306455.14,-2244308.894,0,1,0,1,"Artificial",19,20,21,34,23,29,28,36,29,43,54,31,20,21,28,18,54,27,34,40,82.27502249,11823.412533735,1659.8807844097
"304",372," ",0," "," ","WELLEQ"," ",304,0,-1317227.861,-2243130.175,0,1,0,1,"Artificial",19,21,22,32,20,28,28,34,27,38,50,30,18,20,28,18,52,27,34,38,71.74709247,11807.620638705,1643.7730514791
"229",373," ",0," "," ","WELLEQ"," ",229,0,-1317405.027,-2245628.468,0,1,0,1,"Artificial",19,22,22,32,20,27,29,34,30,38,50,30,19,21,27,19,52,29,34,37,71.24611543,11806.869173145,1643.0065566079
"228.1",374," ",0," "," ","WELLEQ"," ",228,0,-1321851.366,-2245747.04,0,1,0,1,"Artificial",21,22,21,32,19,30,29,31,27,37,50,31,19,22,27,19,52,29,33,37,66.81602651,11800.224039765,1636.2285205603
"303",375," ",0," "," ","WELLEQ"," ",303,0,-1321443.501,-2245008.76,0,1,0,1,"Artificial",20,22,21,31,18,29,26,31,25,37,48,30,18,20,26,19,52,29,33,37,67.31224692,11800.96837038,1636.9877377876
"379",376," ",0," "," ","WELLEQ"," ",379,2,-1315694.327,-2237345.874,0,1,0,1,"Artificial",19,20,21,31,20,29,25,34,25,40,48,29,18,19,27,17,52,27,32,39,74.31874306,11811.47811459,1647.7076768818
"380",377," ",0," "," ","WELLEQ"," ",380,2,-1311949.612,-2234320.079,0,1,0,1,"Artificial",19,20,23,34,22,29,25,35,25,43,48,29,19,19,27,17,51,28,32,40,78.66600733,11817.999010995,1654.3589912149
"378.1",378," ",0," "," ","WELLEQ"," ",378,0,-1322849.902,-2235369.926,0,1,0,1,"Artificial",20,21,21,30,18,27,24,34,24,38,48,29,18,19,28,18,52,27,35,38,67.86328449,11801.794926735,1637.8308252697
"453",379," ",0," "," ","WELLEQ"," ",453,0,-1325052.326,-2230738.744,0,1,0,1,"Artificial",20,20,21,31,20,30,25,35,25,41,50,29,17,19,28,17,53,28,33,38,67.18320737,11800.774811055,1636.7903072761
"454",380," ",0," "," ","WELLEQ"," ",454,2,-1317933.207,-2229371.064,0,1,0,1,"Artificial",19,20,22,32,21,32,25,35,24,42,49,30,18,19,27,17,52,27,31,38,74.35009213,11811.525138195,1647.7556409589
"455.1",381," ",0," "," ","WELLEQ"," ",455,2,-1311896.52,-2228909.571,0,1,0,1,"Artificial",19,20,22,33,21,31,24,34,24,44,49,29,18,19,26,18,52,26,31,40,80.22042555,11820.330638325,1656.7372510915
"531",382," ",0," "," ","WELLEQ"," ",531,0,-1307689.813,-2223507.249,0,1,0,1,"Artificial",20,20,22,36,22,31,24,36,25,45,52,31,18,22,25,18,51,24,31,39,85.97593835,11828.963907525,1665.5431856755
"753.2",383," ",0," "," ","WELLEQ"," ",753,0,-1311692.188,-2213822.676,0,1,0,1,"Artificial",21,20,21,36,22,34,23,36,25,45,52,32,15,18,25,19,46,24,31,38,86.26630771,11829.399461565,1665.9874507963
"606",384," ",0," "," ","WELLEQ"," ",606,0,-1310147.45,-2216802.476,0,1,0,1,"Artificial",20,20,22,36,23,32,24,37,25,45,53,31,17,20,26,18,49,24,31,39,86.32436813,11829.486552195,1666.0762832389
"605",385," ",0," "," ","WELLEQ"," ",605,0,-1312580.408,-2217024.132,0,1,0,1,"Artificial",20,20,22,36,22,31,23,36,25,46,52,32,18,21,25,18,50,25,31,39,84.03419685,11826.051295275,1662.5723211805
"606.1",386," ",0," "," ","WELLEQ"," ",606,0,-1308907.33,-2218577.684,0,1,0,1,"Artificial",20,20,22,36,23,32,24,37,25,45,53,31,17,20,26,18,49,24,31,39,86.71327672,11830.06991508,1666.6713133816
"607",387," ",0," "," ","WELLEQ"," ",607,0,-1305083.582,-2215396.449,0,1,0,1,"Artificial",19,20,21,37,23,31,24,39,24,46,55,32,16,20,25,20,48,22,29,38,91.50779616,11837.26169424,1674.0069281248
"607.1",388," ",0," "," ","WELLEQ"," ",607,0,-1300207.966,-2216119.484,0,1,0,1,"Artificial",19,20,21,37,23,31,24,39,24,46,55,32,16,20,25,20,48,22,29,38,95.67142013,11843.507130195,1680.3772727989
"607.2",389," ",0," "," ","WELLEQ"," ",607,0,-1304859.147,-2217502.384,0,1,0,1,"Artificial",19,20,21,37,23,31,24,39,24,46,55,32,16,20,25,20,48,22,29,38,90.85251627,11836.278774405,1673.0043498931
"607.3",390," ",0," "," ","WELLEQ"," ",607,0,-1302864.488,-2218283.563,0,1,0,1,"Artificial",19,20,21,37,23,31,24,39,24,46,55,32,16,20,25,20,48,22,29,38,92.38332066,11838.57498099,1675.3464806098
"528",391," ",0," "," ","WELLEQ"," ",528,0,-1325904.429,-2224161.972,0,1,0,1,"Artificial",20,20,22,34,22,34,24,36,24,41,49,30,18,19,26,17,53,28,33,38,68.93366126,11803.40049189,1639.4685017278
"528.1",392," ",0," "," ","WELLEQ"," ",528,0,-1323889.817,-2225004.514,0,1,0,1,"Artificial",20,20,22,34,22,34,24,36,24,41,49,30,18,19,26,17,53,28,33,38,70.41191423,11805.617871345,1641.7302287719
"528.2",393," ",0," "," ","WELLEQ"," ",528,0,-1322506.015,-2226715.086,0,1,0,1,"Artificial",20,20,22,34,22,34,24,36,24,41,49,30,18,19,26,17,53,28,33,38,71.01062205,11806.515933075,1642.6462517365
"530",394," ",0," "," ","WELLEQ"," ",530,2,-1312672.5,-2222968.623,0,1,0,1,"Artificial",20,20,22,34,21,31,24,34,25,45,52,30,18,20,25,18,52,25,31,39,81.53063025,11822.295945375,1658.7418642825
"530.1",395," ",0," "," ","WELLEQ"," ",530,2,-1314580.899,-2221860.07,0,1,0,1,"Artificial",20,20,22,34,21,31,24,34,25,45,52,30,18,20,25,18,52,25,31,39,80.19961732,11820.29942598,1656.7054144996
"529.1",396," ",0," "," ","WELLEQ"," ",529,0,-1320040.294,-2221321.115,0,1,0,1,"Artificial",19,20,22,32,21,32,24,35,24,44,50,30,18,19,25,18,52,28,31,38,75.44947084,11813.17420626,1649.4376903852
"603.3",397," ",0," "," ","WELLEQ"," ",603,0,-1324708.924,-2218027.288,0,1,0,1,"Artificial",20,20,22,34,21,36,24,37,26,44,54,32,17,18,26,18,51,28,33,37,72.81578842,11809.22368263,1645.4081562826
"753.3",398," ",0," "," ","WELLEQ"," ",753,0,-1316081.257,-2209055.344,0,1,0,1,"Artificial",21,20,21,36,22,34,23,36,25,45,52,32,15,18,25,19,46,24,31,38,84.80831481,11827.212472215,1663.7567216593
"234",399,"Pardoo",0,"Tank"," ","WELLEQ","Tank",234,0,-1289894.326,-2243932.161,0,1,0,1,"Artificial",20,23,26,34,24,34,26,47,28,51,65,38,20,25,26,20,52,29,36,41,98.78238895,11848.173583425,1685.1370550935
"308",400," ",0," "," ","WELLEQ"," ",308,0,-1296257.159,-2238109.039,0,1,0,1,"Artificial",19,20,21,36,24,32,26,40,28,48,62,34,19,23,25,19,52,25,35,40,93.2473862,11839.8710793,1676.668500886
"308.1",401,"Pardoo",0,"Tank"," ","WELLEQ","Tank",308,0,-1295174.686,-2239864.275,0,1,0,1,"Artificial",19,20,21,36,24,32,26,40,28,48,62,34,19,23,25,19,52,25,35,40,94.04077846,11841.06116769,1677.8823910438
"458",402,"Pardoo",0,"Tank"," ","WELLEQ","Tank",458,0,-1295708.709,-2228246.161,0,1,0,1,"Artificial",19,20,20,36,25,31,23,39,25,48,55,34,19,22,26,18,51,25,30,38,95.92103994,11843.88155991,1680.7591911082
"533.1",403,"Pardoo",0,"Tank"," ","WELLEQ","Tank",533,0,-1296835.143,-2223157.676,0,1,0,1,"Artificial",19,20,20,36,24,32,23,39,24,47,55,33,18,23,25,19,48,24,30,36,96.3254567,11844.48818505,1681.377948751
"533.2",404,"Pardoo",0,"Tank"," ","WELLEQ","Tank",533,0,-1293873.881,-2223794.446,0,1,0,1,"Artificial",19,20,20,36,24,32,23,39,24,47,55,33,18,23,25,19,48,24,30,36,98.94420855,11848.416312825,1685.3846390815
"533.3",405,"Pardoo",0,"Tank"," ","WELLEQ","Tank",533,0,-1296791.778,-2218943.663,0,1,0,1,"Artificial",19,20,20,36,24,32,23,39,24,47,55,33,18,23,25,19,48,24,30,36,97.78346154,11846.67519231,1683.6086961562
"530.2",406," ",0," "," ","WELLEQ"," ",530,2,-1314063.932,-2222001.079,0,1,0,1,"Artificial",20,20,22,34,21,31,24,34,25,45,52,30,18,20,25,18,52,25,31,39,80.61885455,11820.928281825,1657.3468474615
"753.4",407," ",0," "," ","WELLEQ"," ",753,0,-1315540.837,-2208914.777,0,1,0,1,"Artificial",21,20,21,36,22,34,23,36,25,45,52,32,15,18,25,19,46,24,31,38,85.34197259,11828.012958885,1664.5732180627
"758",408,"Pardoo",0,"Tank"," ","WELLEQ","Tank",758,0,-1256175.561,-2204448.611,0,1,0,1,"Artificial",19,23,26,30,24,32,31,42,28,48,56,38,17,26,26,16,44,25,32,35,140.9023882,11911.3535823,1749.580653946
"759",409,"Pardoo",0,"Tank"," ","WELLEQ","Tank",759,0,-1248346.455,-2207044.754,0,1,0,1,"Artificial",18,24,27,31,25,33,34,45,28,50,56,38,18,27,27,16,47,26,33,35,147.4211922,11921.1317883,1759.554424066
"757.1",410,"Pardoo",0,"Tank"," ","WELLEQ","Tank",757,0,-1262029.126,-2204685.774,0,1,0,1,"Artificial",19,23,25,31,24,31,29,41,26,47,57,37,15,26,25,15,42,24,31,29,135.3473125,11903.02096875,1741.081388125
"755.4",411,"Pardoo",0,"Tank"," ","WELLEQ","Tank",755,0,-1267799.681,-2207888.018,0,1,0,1,"Artificial",20,22,24,31,23,31,25,41,25,45,54,37,15,24,21,12,38,23,28,29,128.8119678,11893.2179517,1731.082310734
"757.2",412,"Pardoo",0,"Tank"," ","WELLEQ","Tank",757,0,-1261728.153,-2206121.36,0,1,0,1,"Artificial",19,23,25,31,24,31,29,41,26,47,57,37,15,26,25,15,42,24,31,29,135.1158414,11902.6737621,1740.727237342
"614.4",413,"Pardoo",0," "," ","WELLEQ","Tank",614,0,-1272468.606,-2211514.35,0,1,0,1,"Artificial",20,24,25,32,26,32,29,45,26,47,54,36,14,26,26,14,41,24,30,29,123.1708758,11884.7563137,1722.451439974
"614.5",414,"Pardoo",0,"Tank"," ","WELLEQ","Tank",614,0,-1269800.248,-2211183.453,0,1,0,1,"Artificial",20,24,25,32,26,32,29,45,26,47,54,36,14,26,26,14,41,24,30,29,125.792676,11888.689014,1726.46279428
"614.6",415,"Pardoo",0,"Tank"," ","WELLEQ","Dam",614,0,-1267697.119,-2212021.22,0,1,0,1,"Artificial",20,24,25,32,26,32,29,45,26,47,54,36,14,26,26,14,41,24,30,29,127.4978191,11891.24672865,1729.071663223
"615.1",416,"Pardoo",0,"Tank"," ","WELLEQ","Tank",615,0,-1262230.658,-2211680.505,0,1,0,1,"Artificial",20,24,26,32,26,30,31,45,26,47,57,38,16,26,27,16,42,25,32,28,132.7835268,11899.1752902,1737.158796004
"540",417,"Pardoo",0,"Tank"," ","WELLEQ","Tank",540,0,-1263139.139,-2217362.008,0,1,0,1,"Artificial",20,25,27,33,26,30,32,47,27,47,55,38,17,26,27,19,44,25,33,29,130.2242077,11895.33631155,1733.243037781
"539",418,"Pardoo",0,"Tank"," ","WELLEQ","Tank",539,0,-1266481.975,-2216843.777,0,1,0,1,"Artificial",20,24,26,33,29,32,31,45,26,49,56,38,16,26,24,16,42,25,32,29,127.1666905,11890.75003575,1728.565036465
"539.1",419,"Pardoo",0,"Tank"," ","WELLEQ","Tank",539,0,-1270247.256,-2216938.213,0,1,0,1,"Artificial",20,24,26,33,29,32,31,45,26,49,56,38,16,26,24,16,42,25,32,29,123.5396184,11885.3094276,1723.015616152
"612.1",420,"Pardoo",0,"Tank"," ","WELLEQ","Tank",612,0,-1278723.147,-2214111.313,0,1,0,1,"Artificial",20,24,25,34,25,32,26,40,24,48,56,36,14,24,22,12,37,23,28,30,116.405572,11874.608358,1712.10052516
"612.2",421,"Pardoo",0,"Tank"," ","WELLEQ","Tank",612,0,-1278570.03,-2215666.777,0,1,0,1,"Artificial",20,24,25,34,25,32,26,40,24,48,56,36,14,24,22,12,37,23,28,30,116.0305856,11874.0458784,1711.526795968
"613",422,"Pardoo",0,"Tank"," ","WELLEQ","Tank",613,0,-1274608.851,-2215694.716,0,1,0,1,"Artificial",20,25,24,34,25,32,27,42,25,47,55,36,14,26,24,14,39,24,29,28,119.7712021,11879.65680315,1717.249939213
"612.3",423,"Pardoo",0,"Tank"," ","WELLEQ","Tank",612,0,-1281374.106,-2216314.769,0,1,0,1,"Artificial",20,24,25,34,25,32,26,40,24,48,56,36,14,24,22,12,37,23,28,30,113.1694148,11869.7541222,1707.149204644
"611",424,"Pardoo",0,"Tank"," ","WELLEQ","Tank",611,0,-1284937.267,-2216768.616,0,1,0,1,"Artificial",20,23,23,35,24,31,27,39,24,47,56,36,14,22,24,13,38,24,28,29,109.6588491,11864.48827365,1701.778039123
"608",425," ",0," "," ","WELLEQ"," ",608,0,-1299063.041,-2213489.554,0,1,0,1,"Artificial",19,20,20,37,23,32,25,38,24,47,55,31,17,22,25,18,46,23,30,36,97.77698202,11846.66547303,1683.5987824906
"608.1",426," ",0," "," ","WELLEQ"," ",608,0,-1298559.77,-2213157.16,0,1,0,1,"Artificial",19,20,20,37,23,32,25,38,24,47,55,31,17,22,25,18,46,23,30,36,98.37245756,11847.55868634,1684.5098600668
"608.2",427,"Pardoo",0,"Tank"," ","WELLEQ","Tank",608,0,-1297795.803,-2215908.074,0,1,0,1,"Artificial",19,20,20,37,23,32,25,38,24,47,55,31,17,22,25,18,46,23,30,36,97.97571556,11846.96357334,1683.9028448068
"611.1",428,"Pardoo",0,"Tank"," ","WELLEQ","Tank",611,0,-1287956.345,-2216094.683,0,1,0,1,"Artificial",20,23,23,35,24,31,27,39,24,47,56,36,14,22,24,13,38,24,28,29,107.0556855,11860.58352825,1697.795198815
"534.3",429,"Pardoo",0,"Tank"," ","WELLEQ","Tank",534,0,-1289464.704,-2218524.207,0,1,0,1,"Artificial",20,20,20,35,24,31,23,41,25,47,58,32,18,23,24,19,46,25,30,34,104.804733,11857.2070995,1694.35124149
"536",430,"Pardoo",0,"Tank"," ","WELLEQ","Tank",536,0,-1287780.442,-2221070.275,0,1,0,1,"Artificial",20,23,24,35,26,33,28,41,25,48,59,37,16,25,25,17,42,24,29,33,105.5786541,11858.36798115,1695.535340773
"537.1",431,"Pardoo",0,"Tank"," ","WELLEQ","Tank",537,0,-1280241.66,-2222277.44,0,1,0,1,"Artificial",20,25,26,34,26,32,29,42,26,49,58,36,17,26,24,17,41,27,29,30,112.4294132,11868.6441198,1706.017002196
"534.4",432,"Pardoo",0,"Tank"," ","WELLEQ","Tank",534,0,-1289424.154,-2223516.263,0,1,0,1,"Artificial",20,20,20,35,24,31,23,41,25,47,58,32,18,23,24,19,46,25,30,34,103.2756538,11854.9134807,1692.011750314
"536.1",433,"Pardoo",0,"Tank"," ","WELLEQ","Tank",536,0,-1285489.737,-2222306.275,0,1,0,1,"Artificial",20,23,24,35,26,33,28,41,25,48,59,37,16,25,25,17,42,24,29,33,107.3919202,11861.0878803,1698.309637906
"461",434,"Pardoo",0,"Tank"," ","WELLEQ","Tank",461,0,-1283962.126,-2224778.811,0,1,0,1,"Artificial",20,24,25,35,25,34,28,45,28,48,59,37,19,27,26,21,48,27,31,34,108.1668122,11862.2502183,1699.495222666
"459",435,"Pardoo",0,"Tank"," ","WELLEQ","Tank",459,0,-1289150.826,-2228939.874,0,1,0,1,"Artificial",20,20,20,34,25,30,22,41,26,47,59,36,19,24,25,18,50,25,32,35,102.0883993,11853.13259895,1690.195250929
"462",436,"Pardoo",0,"Tank"," ","WELLEQ","Tank",462,0,-1278668.767,-2224898.662,0,1,0,1,"Artificial",20,24,28,34,27,33,30,45,27,49,60,38,18,27,28,19,45,28,32,30,113.2458925,11869.86883875,1707.266215525
"538",437,"Pardoo",0,"Tank"," ","WELLEQ","Tank",538,0,-1275065.516,-2221792.885,0,1,0,1,"Artificial",20,25,26,34,27,34,28,44,26,49,56,35,16,26,25,16,42,25,29,30,117.5388953,11876.30834295,1713.834509809
