ID,LONG,LAT,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
523,122.75,-20.20000076,28,45,26,41,35,54,47,60,56,68,83,46,36,37,61,33,79,42,47,45
524,122.8000031,-20.20000076,28,47,24,41,35,53,47,60,54,65,80,46,34,34,59,32,79,41,47,42
525,122.8499985,-20.20000076,26,45,25,41,34,52,47,60,53,62,77,46,32,31,59,32,78,41,47,42
526,119.1500015,-20.14999962,20,20,23,33,21,37,27,40,30,42,57,32,18,20,27,19,50,27,32,37
527,119.1999969,-20.14999962,21,20,22,34,21,37,25,38,24,41,52,30,17,19,27,17,50,27,33,38
528,119.25,-20.14999962,20,20,22,34,22,34,24,36,24,41,49,30,18,19,26,17,53,28,33,38
529,119.3000031,-20.14999962,19,20,22,32,21,32,24,35,24,44,50,30,18,19,25,18,52,28,31,38
530,119.3499985,-20.14999962,20,20,22,34,21,31,24,34,25,45,52,30,18,20,25,18,52,25,31,39
531,119.4000015,-20.14999962,20,20,22,36,22,31,24,36,25,45,52,31,18,22,25,18,51,24,31,39
532,119.4499969,-20.14999962,20,20,21,36,23,31,23,37,25,47,54,32,20,21,24,18,50,24,29,40
533,119.5,-20.14999962,19,20,20,36,24,32,23,39,24,47,55,33,18,23,25,19,48,24,30,36
534,119.5500031,-20.14999962,20,20,20,35,24,31,23,41,25,47,58,32,18,23,24,19,46,25,30,34
535,119.5999985,-20.14999962,21,22,20,35,24,34,27,42,27,46,57,35,16,23,25,18,42,25,29,32
536,119.6500015,-20.14999962,20,23,24,35,26,33,28,41,25,48,59,37,16,25,25,17,42,24,29,33
537,119.6999969,-20.14999962,20,25,26,34,26,32,29,42,26,49,58,36,17,26,24,17,41,27,29,30
538,119.75,-20.14999962,20,25,26,34,27,34,28,44,26,49,56,35,16,26,25,16,42,25,29,30
539,119.8000031,-20.14999962,20,24,26,33,29,32,31,45,26,49,56,38,16,26,24,16,42,25,32,29
540,119.8499985,-20.14999962,20,25,27,33,26,30,32,47,27,47,55,38,17,26,27,19,44,25,33,29
541,119.9000015,-20.14999962,20,25,28,33,26,31,32,47,29,49,57,39,17,25,27,19,45,26,33,31
542,119.9499969,-20.14999962,19,26,27,33,25,32,32,47,30,50,60,39,18,27,26,18,47,26,33,31
543,120,-20.14999962,19,25,28,33,24,31,33,47,31,50,60,37,18,28,28,18,50,27,33,33
544,120.0500031,-20.14999962,19,26,29,33,24,33,34,48,32,49,58,37,19,28,28,18,51,29,34,38
545,120.0999985,-20.14999962,19,26,29,33,24,32,33,47,35,48,59,37,20,28,28,18,53,27,36,37
546,120.1500015,-20.14999962,20,29,29,31,23,32,33,47,36,47,60,37,21,28,30,18,52,27,35,41
547,120.1999969,-20.14999962,19,28,29,30,23,33,33,48,36,47,60,37,21,28,31,17,56,27,35,39
548,120.25,-20.14999962,19,28,27,29,23,35,33,46,38,50,60,36,21,28,31,19,55,26,35,39
549,120.3000031,-20.14999962,17,30,26,30,22,35,33,48,38,48,59,36,21,28,31,19,55,25,35,39
550,120.3499985,-20.14999962,17,30,25,30,24,36,35,49,40,50,59,38,21,28,32,19,55,25,32,40
551,120.4000015,-20.14999962,18,30,25,31,25,40,37,49,41,50,58,40,21,28,33,20,54,24,33,37
552,120.4499969,-20.14999962,18,31,25,34,25,42,37,49,42,51,58,39,21,28,33,20,56,23,32,37
553,120.5,-20.14999962,18,32,24,33,28,42,38,49,43,51,60,40,23,30,34,20,55,23,32,36
554,120.5500031,-20.14999962,18,31,23,34,28,43,38,49,43,51,62,39,23,30,37,21,55,26,33,37
555,120.5999985,-20.14999962,17,32,23,34,28,43,39,48,43,51,61,41,23,30,37,22,53,28,33,37
556,120.6500015,-20.14999962,17,32,23,35,27,43,38,46,44,52,62,42,23,29,37,22,52,29,31,37
557,120.6999969,-20.14999962,18,30,22,36,27,43,39,45,43,54,60,42,21,30,38,22,53,28,32,38
558,120.75,-20.14999962,18,29,22,37,27,44,39,43,43,53,58,42,20,30,38,21,53,29,32,37
559,120.8000031,-20.14999962,19,28,21,37,26,43,38,44,43,53,58,42,19,30,39,20,54,29,32,37
560,120.8499985,-20.14999962,19,28,19,37,26,43,36,43,44,52,58,41,20,30,39,19,54,30,32,37
561,120.9000015,-20.14999962,18,27,18,37,26,44,36,43,44,48,58,41,20,30,39,19,54,29,32,37
562,120.9499969,-20.14999962,17,27,18,37,24,45,36,44,45,48,58,40,20,30,39,19,53,29,32,37
563,121,-20.14999962,17,26,17,37,24,43,34,45,45,50,58,40,20,29,36,20,53,30,30,36
564,121.0500031,-20.14999962,17,26,16,37,25,44,33,45,46,49,59,41,20,29,36,20,53,30,29,35
565,121.0999985,-20.14999962,17,26,16,36,23,43,34,45,46,50,59,39,19,29,38,20,53,29,29,34
566,121.1500015,-20.14999962,19,24,17,35,22,43,34,45,47,50,60,38,19,29,39,20,53,29,30,31
567,121.1999969,-20.14999962,21,25,17,33,22,43,35,41,48,50,62,38,20,27,39,21,55,29,30,30
568,121.25,-20.14999962,21,26,18,33,22,43,36,42,46,49,64,40,20,28,39,22,54,30,30,30
569,121.3000031,-20.14999962,22,26,18,34,22,42,35,43,47,49,64,40,21,28,40,21,54,31,29,29
570,121.3499985,-20.14999962,23,26,19,36,23,43,35,45,47,50,65,40,21,27,41,21,54,31,29,28
571,121.4000015,-20.14999962,24,26,19,36,22,45,38,45,49,50,66,40,21,26,39,21,53,31,29,28
572,121.4499969,-20.14999962,24,30,19,38,27,47,38,45,51,52,66,39,22,26,39,21,56,31,28,30
573,121.5,-20.14999962,26,31,19,39,29,47,39,48,54,54,70,40,25,30,41,20,61,33,31,31
574,121.5500031,-20.14999962,26,32,22,40,32,48,41,49,54,57,72,40,27,30,43,21,66,36,32,34
575,121.5999985,-20.14999962,25,32,21,39,34,48,42,49,54,59,72,41,31,32,42,21,68,36,33,37
576,121.6500015,-20.14999962,26,32,19,40,35,46,43,52,53,61,74,42,33,32,44,20,71,36,36,39
577,121.6999969,-20.14999962,25,32,21,41,34,47,43,53,53,61,74,42,33,32,46,22,72,36,39,40
578,121.75,-20.14999962,24,33,24,41,35,48,44,53,52,62,75,43,34,34,47,22,75,39,39,43
579,121.8000031,-20.14999962,24,33,25,41,36,49,45,54,51,61,75,44,34,35,47,22,77,39,39,44
580,121.8499985,-20.14999962,24,34,25,42,36,49,45,56,51,62,77,44,33,36,48,24,77,39,39,44
581,121.9000015,-20.14999962,23,35,26,41,37,50,45,57,51,64,78,45,34,38,49,26,78,39,41,45
582,121.9499969,-20.14999962,22,36,26,41,38,50,45,57,51,66,80,45,35,37,49,27,78,39,41,45
583,122,-20.14999962,22,36,27,41,39,51,44,57,51,66,83,45,35,36,50,28,77,39,40,44
584,122.0500031,-20.14999962,22,36,28,44,39,52,44,57,51,68,83,45,35,37,51,28,79,39,40,42
585,122.0999985,-20.14999962,22,36,27,44,40,53,45,56,52,68,84,45,36,37,51,30,79,39,40,44
586,122.1500015,-20.14999962,22,35,28,46,39,53,45,56,53,67,85,46,36,37,52,31,79,40,40,44
587,122.1999969,-20.14999962,23,36,29,46,39,53,44,57,54,68,84,47,38,37,52,32,78,40,41,44
588,122.25,-20.14999962,23,35,29,46,39,53,44,57,55,67,84,47,38,37,55,32,78,41,42,44
589,122.3000031,-20.14999962,22,35,28,45,38,53,44,58,54,67,86,46,38,39,56,32,77,42,42,44
590,122.3499985,-20.14999962,22,36,28,45,38,54,45,58,52,67,86,48,38,39,57,33,77,41,42,45
591,122.4000015,-20.14999962,22,35,28,45,38,55,44,59,54,67,86,48,39,39,58,34,77,42,42,45
592,122.4499969,-20.14999962,22,34,28,44,38,55,44,59,54,67,86,48,39,40,58,34,80,42,43,46
593,122.5,-20.14999962,22,35,28,44,39,54,45,59,54,67,85,48,40,42,60,35,80,42,44,46
594,122.5500031,-20.14999962,22,35,28,43,39,54,46,59,54,67,85,48,40,43,60,36,78,42,45,45
595,122.5999985,-20.14999962,23,37,27,43,39,55,45,58,56,69,87,47,40,43,62,36,79,43,46,45
596,122.6500015,-20.14999962,24,39,27,42,39,56,46,58,55,69,87,47,42,43,64,36,81,43,46,45
597,122.6999969,-20.14999962,27,44,26,43,37,55,47,59,55,70,88,47,39,42,66,37,83,44,46,45
598,122.75,-20.14999962,27,47,28,43,36,54,48,59,56,69,85,49,39,40,66,35,81,43,48,44
599,122.8000031,-20.14999962,28,48,29,42,36,54,48,59,55,68,82,49,37,37,61,34,82,44,47,43
600,122.8499985,-20.14999962,27,48,27,42,34,54,47,58,53,66,81,50,32,34,57,32,82,44,48,42
601,119.1500015,-20.10000038,20,20,23,32,21,35,25,40,31,43,55,31,17,18,27,17,48,27,34,37
602,119.1999969,-20.10000038,20,20,22,34,21,36,24,39,27,43,52,30,16,18,26,18,50,28,33,38
603,119.25,-20.10000038,20,20,22,34,21,36,24,37,26,44,54,32,17,18,26,18,51,28,33,37
604,119.3000031,-20.10000038,19,20,22,34,22,34,23,36,25,46,55,31,17,19,26,18,49,27,32,39
605,119.3499985,-20.10000038,20,20,22,36,22,31,23,36,25,46,52,32,18,21,25,18,50,25,31,39
606,119.4000015,-20.10000038,20,20,22,36,23,32,24,37,25,45,53,31,17,20,26,18,49,24,31,39
607,119.4499969,-20.10000038,19,20,21,37,23,31,24,39,24,46,55,32,16,20,25,20,48,22,29,38
608,119.5,-20.10000038,19,20,20,37,23,32,25,38,24,47,55,31,17,22,25,18,46,23,30,36
609,119.5500031,-20.10000038,19,21,20,36,24,35,26,40,25,46,54,32,15,23,25,17,44,23,28,32
610,119.5999985,-20.10000038,20,22,20,35,24,32,27,40,26,46,56,33,15,22,25,14,40,24,26,31
611,119.6500015,-20.10000038,20,23,23,35,24,31,27,39,24,47,56,36,14,22,24,13,38,24,28,29
612,119.6999969,-20.10000038,20,24,25,34,25,32,26,40,24,48,56,36,14,24,22,12,37,23,28,30
613,119.75,-20.10000038,20,25,24,34,25,32,27,42,25,47,55,36,14,26,24,14,39,24,29,28
614,119.8000031,-20.10000038,20,24,25,32,26,32,29,45,26,47,54,36,14,26,26,14,41,24,30,29
615,119.8499985,-20.10000038,20,24,26,32,26,30,31,45,26,47,57,38,16,26,27,16,42,25,32,28
616,119.9000015,-20.10000038,20,24,28,33,25,30,32,44,27,48,59,39,17,25,27,17,45,25,33,31
617,119.9499969,-20.10000038,19,25,27,32,25,32,33,46,30,50,60,39,18,26,27,20,48,25,33,31
618,120,-20.10000038,19,25,28,32,24,32,33,47,31,50,58,39,17,27,28,19,48,27,34,35
619,120.0500031,-20.10000038,19,25,29,33,24,31,33,47,32,49,57,37,19,29,28,18,51,28,35,35
620,120.0999985,-20.10000038,19,27,28,32,24,32,32,47,34,49,58,36,19,29,31,18,53,25,35,37
621,120.1500015,-20.10000038,19,28,28,32,23,32,33,48,35,48,59,37,20,28,32,18,53,26,34,37
622,120.1999969,-20.10000038,19,27,28,32,23,34,34,48,35,49,58,37,21,28,32,18,53,26,34,37
623,120.25,-20.10000038,16,28,26,30,23,37,34,48,35,49,60,38,21,28,31,18,55,25,33,39
624,120.3000031,-20.10000038,16,29,25,31,23,35,33,48,37,48,58,38,20,28,31,19,56,25,32,39
625,120.3499985,-20.10000038,18,30,24,30,24,36,34,50,37,49,58,37,20,28,31,19,56,25,31,38
626,120.4000015,-20.10000038,18,30,24,32,24,39,36,48,39,50,59,39,22,28,33,19,55,24,32,36
627,120.4499969,-20.10000038,17,30,24,33,24,40,37,49,43,52,59,38,22,26,34,20,56,24,33,37
628,120.5,-20.10000038,17,32,24,33,25,41,37,47,42,52,62,38,22,26,35,20,55,26,33,38
629,120.5500031,-20.10000038,17,32,23,35,25,41,37,48,43,51,62,38,22,27,36,21,53,28,33,38
630,120.5999985,-20.10000038,17,31,23,35,27,41,38,48,43,51,61,40,21,29,37,21,50,28,31,37
631,120.6500015,-20.10000038,16,31,22,36,28,42,38,46,43,51,62,41,20,30,37,22,53,27,32,38
632,120.6999969,-20.10000038,16,29,22,38,27,41,39,45,43,52,60,41,19,30,37,20,53,27,32,37
633,120.75,-20.10000038,17,28,20,37,27,42,37,43,43,52,58,41,18,30,37,20,53,28,32,37
634,120.8000031,-20.10000038,16,28,22,37,27,42,36,42,43,53,57,41,18,30,37,19,54,27,32,36
635,120.8499985,-20.10000038,17,28,19,38,26,43,36,42,44,51,58,41,18,30,37,19,54,28,33,36
636,120.9000015,-20.10000038,16,28,18,37,25,43,34,43,44,48,57,39,19,29,37,19,52,29,32,36
637,120.9499969,-20.10000038,15,26,17,37,24,44,34,43,45,49,59,38,18,29,35,18,53,30,31,35
638,121,-20.10000038,15,26,17,37,24,43,34,44,46,48,59,38,18,29,37,20,54,30,30,33
639,121.0500031,-20.10000038,15,26,17,36,24,42,34,44,46,47,59,38,18,29,37,20,52,29,30,33
640,121.0999985,-20.10000038,17,26,17,35,23,43,33,44,46,48,60,37,18,28,37,20,52,29,30,32
641,121.1500015,-20.10000038,21,26,18,34,23,43,34,43,46,49,61,38,19,27,38,21,52,29,30,29
642,121.1999969,-20.10000038,21,26,19,32,22,43,35,41,47,49,62,39,19,28,37,22,53,30,30,30
643,121.25,-20.10000038,21,27,19,32,21,42,35,42,46,50,63,39,20,27,37,22,54,30,30,29
644,121.3000031,-20.10000038,21,26,18,35,21,43,34,45,47,49,63,39,21,27,38,21,55,30,28,29
645,121.3499985,-20.10000038,21,25,18,36,22,42,36,43,49,50,64,38,21,27,39,21,53,30,29,29
646,121.4000015,-20.10000038,21,29,18,35,22,44,36,43,52,50,64,38,21,26,38,21,53,30,28,30
647,121.4499969,-20.10000038,21,28,19,35,23,44,37,44,53,52,67,38,21,28,37,20,57,30,28,30
648,121.5,-20.10000038,24,29,19,38,29,42,38,45,54,54,68,38,23,28,39,19,61,31,30,31
649,121.5500031,-20.10000038,24,30,22,38,32,45,38,49,54,57,71,39,25,28,41,19,64,32,31,33
650,121.5999985,-20.10000038,25,31,22,39,35,46,41,50,54,57,73,39,29,29,42,20,65,34,32,34
651,121.6500015,-20.10000038,25,32,20,39,35,45,43,50,55,57,73,41,31,31,42,21,68,36,32,37
652,121.6999969,-20.10000038,25,31,20,39,34,45,42,51,53,60,74,40,31,31,43,20,71,37,34,38
653,121.75,-20.10000038,24,31,21,39,36,46,43,52,53,62,75,41,32,31,46,20,73,38,37,42
654,121.8000031,-20.10000038,24,33,23,40,36,46,44,52,53,62,75,43,33,31,46,23,72,38,38,43
655,121.8499985,-20.10000038,23,34,23,40,37,47,45,52,53,62,77,43,34,32,47,23,76,39,39,44
656,121.9000015,-20.10000038,23,35,25,40,38,47,45,55,52,63,77,44,34,34,47,26,76,39,40,44
657,121.9499969,-20.10000038,23,36,25,42,38,49,44,56,52,64,79,45,34,34,48,27,76,39,40,41
658,122,-20.10000038,23,36,25,44,37,50,44,56,51,64,80,45,34,36,50,27,77,39,40,41
659,122.0500031,-20.10000038,22,35,26,45,39,52,44,56,51,65,82,45,35,36,51,27,77,39,39,43
660,122.0999985,-20.10000038,22,34,26,45,38,51,44,56,53,65,83,45,35,36,51,31,78,39,41,44
661,122.1500015,-20.10000038,23,35,27,44,38,51,44,57,54,66,83,46,35,36,51,31,78,40,41,43
662,122.1999969,-20.10000038,23,35,27,45,38,51,44,57,54,67,83,47,36,37,51,31,78,41,41,44
663,122.25,-20.10000038,23,35,26,44,38,52,44,57,54,67,84,47,36,38,54,31,78,42,41,44
664,122.3000031,-20.10000038,23,36,27,44,38,54,44,57,53,67,84,47,36,38,54,32,77,42,41,44
665,122.3499985,-20.10000038,23,36,28,44,38,54,42,56,53,66,86,47,38,38,53,34,76,42,43,46
666,122.4000015,-20.10000038,23,35,28,44,38,55,43,55,54,67,86,48,38,39,54,35,77,41,43,46
667,122.4499969,-20.10000038,22,35,28,44,39,54,44,55,54,69,86,49,36,41,54,35,78,42,44,46
668,122.5,-20.10000038,22,36,28,43,39,54,43,57,53,68,87,50,36,41,54,34,78,43,45,46
669,122.5500031,-20.10000038,23,37,28,43,39,55,43,58,53,68,87,50,38,42,55,35,79,43,45,46
670,122.5999985,-20.10000038,23,38,27,43,39,56,45,58,54,69,86,51,39,42,59,37,80,43,46,46
671,122.6500015,-20.10000038,26,45,27,44,39,56,45,59,55,69,88,53,41,43,63,39,84,45,48,46
672,122.6999969,-20.10000038,27,47,29,44,39,56,45,59,55,70,87,51,41,43,62,39,84,45,48,47
673,122.75,-20.10000038,28,49,29,44,37,54,47,60,56,72,85,52,37,41,60,38,85,45,47,48
674,122.8000031,-20.10000038,28,50,30,44,36,56,48,60,55,71,85,52,38,37,59,36,87,45,49,48
675,122.8499985,-20.10000038,28,50,30,44,36,56,47,61,56,69,83,53,36,36,58,37,87,47,50,46
676,119.1500015,-20.04999924,20,20,23,32,21,35,25,40,31,43,55,30,16,18,26,17,49,27,34,37
677,119.1999969,-20.04999924,20,20,23,32,21,34,24,40,27,43,54,31,15,18,25,17,48,27,33,37
678,119.25,-20.04999924,20,20,23,34,22,35,24,37,26,44,55,32,15,19,25,17,49,26,32,37
679,119.3000031,-20.04999924,19,20,23,35,22,35,25,38,25,46,55,30,16,21,26,17,50,26,32,39
680,119.3499985,-20.04999924,21,20,22,36,22,35,23,39,25,46,53,31,16,20,25,17,50,24,31,38
681,119.4000015,-20.04999924,20,20,21,36,22,34,23,39,23,45,54,33,15,19,25,19,47,23,29,38
682,119.4499969,-20.04999924,19,20,20,37,23,35,25,38,23,46,53,31,14,20,24,19,43,22,29,34
683,119.5,-20.04999924,19,20,20,38,23,34,28,38,24,46,53,31,14,20,25,15,42,22,27,35
684,119.6500015,-20.04999924,19,22,22,34,24,31,27,39,23,45,54,35,13,22,20,11,36,23,24,28
685,119.6999969,-20.04999924,19,24,22,33,25,32,26,39,24,45,54,36,12,23,21,12,36,22,27,28
686,119.75,-20.04999924,19,24,24,34,24,32,26,42,24,45,55,37,13,24,22,12,37,23,27,29
687,119.8000031,-20.04999924,20,22,25,32,24,32,28,44,26,45,53,37,14,25,24,14,39,24,30,29
688,119.8499985,-20.04999924,20,22,25,31,26,30,28,42,26,47,55,37,15,26,26,14,42,24,30,27
689,119.9000015,-20.04999924,20,23,25,31,25,31,30,42,26,48,59,38,17,26,26,16,45,24,30,28
690,119.9499969,-20.04999924,20,23,27,32,25,33,32,46,29,49,57,39,17,26,26,17,44,26,34,33
691,120,-20.04999924,19,24,28,32,24,33,33,46,30,50,57,39,19,26,28,20,48,26,35,35
692,120.0500031,-20.04999924,19,25,29,31,25,32,33,47,32,49,57,37,18,29,30,18,50,27,35,35
693,120.0999985,-20.04999924,19,26,28,31,23,33,32,47,34,50,57,38,18,28,31,18,53,25,35,35
694,120.1500015,-20.04999924,17,28,27,31,23,33,33,47,34,49,58,38,18,28,31,18,52,26,36,36
695,120.1999969,-20.04999924,16,28,28,30,23,35,33,48,34,49,56,38,20,28,31,18,51,26,34,36
696,120.25,-20.04999924,15,29,26,30,25,34,33,46,35,49,58,36,21,28,31,18,53,26,33,38
697,120.3000031,-20.04999924,16,29,25,31,23,34,32,48,36,49,57,37,20,27,31,19,55,25,32,38
698,120.3499985,-20.04999924,17,28,24,32,24,36,35,48,36,49,59,38,21,27,31,19,55,26,31,37
699,120.4000015,-20.04999924,16,30,25,33,24,35,36,47,39,49,59,39,21,27,31,19,55,25,32,36
700,120.4499969,-20.04999924,17,31,26,32,23,38,36,48,42,52,60,40,20,25,33,20,56,26,33,36
701,120.5,-20.04999924,17,32,23,34,24,38,36,48,42,52,62,40,21,25,35,20,54,28,32,38
702,120.5500031,-20.04999924,16,31,22,34,24,39,37,49,42,52,62,41,21,26,36,21,53,28,31,38
703,120.5999985,-20.04999924,16,30,22,37,25,39,38,48,43,51,61,40,19,26,36,21,51,27,32,38
704,120.6500015,-20.04999924,16,28,22,37,25,39,35,45,42,51,61,41,17,26,36,19,52,27,32,39
705,120.6999969,-20.04999924,16,27,21,36,24,39,34,45,41,51,58,41,17,28,37,19,52,28,32,37
706,120.75,-20.04999924,16,26,19,36,26,40,34,45,42,49,58,41,17,29,37,18,52,27,32,36
707,120.8000031,-20.04999924,16,26,18,36,26,41,34,44,44,49,57,39,17,29,37,18,52,27,31,36
708,120.8499985,-20.04999924,15,26,19,36,26,42,33,44,44,48,58,39,18,29,35,17,51,28,32,35
709,120.9000015,-20.04999924,15,25,18,36,25,43,32,44,45,48,59,39,16,29,35,17,50,29,31,34
710,120.9499969,-20.04999924,15,25,17,36,26,43,32,43,46,47,59,38,17,29,36,19,52,29,31,34
711,121,-20.04999924,15,24,18,35,24,41,33,44,45,46,59,37,17,28,38,19,51,29,30,33
712,121.0500031,-20.04999924,16,24,17,34,24,39,32,43,44,46,58,37,17,28,38,19,50,28,30,32
713,121.0999985,-20.04999924,18,25,17,33,22,40,33,43,45,46,62,38,18,27,37,21,50,28,30,31
714,121.1500015,-20.04999924,19,24,18,32,22,40,34,43,45,48,61,38,18,27,39,22,52,29,30,29
715,121.1999969,-20.04999924,19,24,18,32,23,40,35,41,46,49,63,38,19,27,37,21,54,30,30,29
716,121.25,-20.04999924,19,24,19,35,23,41,34,42,48,50,63,38,19,27,38,21,53,30,29,27
717,121.3000031,-20.04999924,20,23,18,36,24,39,35,43,49,48,63,38,19,27,38,20,53,30,28,27
718,121.3499985,-20.04999924,20,26,18,35,25,42,37,43,50,49,66,38,19,26,37,20,53,30,27,29
719,121.4000015,-20.04999924,20,26,19,34,23,42,36,42,52,52,66,38,19,26,37,19,57,30,25,29
720,121.4499969,-20.04999924,21,26,18,35,23,41,38,42,52,53,66,38,21,25,37,19,60,31,26,28
721,121.5,-20.04999924,22,25,19,35,28,41,38,44,54,53,66,38,21,25,39,18,61,30,25,29
722,121.5500031,-20.04999924,23,26,21,37,31,42,38,47,55,56,67,38,22,25,39,18,63,30,27,31
723,121.5999985,-20.04999924,24,29,23,37,33,43,41,49,55,57,69,39,25,27,41,18,63,37,29,33
724,121.6500015,-20.04999924,24,30,21,38,35,44,40,50,53,57,71,39,28,28,43,19,64,37,30,33
725,121.6999969,-20.04999924,23,30,20,39,35,44,42,49,53,57,72,40,30,28,43,18,66,39,31,36
726,121.75,-20.04999924,22,30,21,40,36,44,42,51,53,58,73,40,32,30,43,20,70,39,32,38
727,121.8000031,-20.04999924,23,31,21,40,36,47,44,51,53,60,74,40,32,31,45,22,71,39,34,39
728,121.8499985,-20.04999924,23,32,21,41,37,46,45,52,53,61,75,43,32,32,46,23,73,39,36,39
729,121.9000015,-20.04999924,23,32,22,42,37,47,46,53,53,62,76,44,33,33,47,24,74,38,37,40
730,121.9499969,-20.04999924,23,34,23,43,36,46,45,55,53,63,78,44,34,34,49,26,75,39,38,41
731,122,-20.04999924,23,34,24,44,37,46,45,55,53,63,79,44,34,35,51,26,74,38,39,42
732,122.0500031,-20.04999924,23,34,26,44,36,47,44,55,52,62,80,44,34,35,51,28,76,39,40,42
733,122.0999985,-20.04999924,22,34,26,44,38,48,44,55,52,61,81,45,34,35,51,29,77,39,41,42
734,122.1500015,-20.04999924,23,35,26,43,38,50,44,56,53,63,82,46,35,35,52,30,77,40,41,43
735,122.1999969,-20.04999924,23,36,25,44,38,50,43,56,52,64,83,47,35,36,53,32,77,41,41,43
736,122.25,-20.04999924,23,36,25,45,38,51,43,55,52,64,84,47,35,37,52,33,77,42,42,44
737,122.3000031,-20.04999924,23,36,25,44,38,53,41,55,52,65,84,48,36,37,52,33,78,41,43,44
738,122.3499985,-20.04999924,23,35,26,44,37,52,42,55,52,66,84,48,36,39,51,35,77,42,43,45
739,122.4000015,-20.04999924,23,35,27,44,37,52,43,56,53,68,86,50,36,39,52,35,76,42,43,45
740,122.4499969,-20.04999924,23,36,27,44,39,53,42,56,52,68,86,50,35,41,54,35,79,42,45,45
741,122.5,-20.04999924,23,37,28,44,39,54,43,56,53,67,85,51,36,41,56,36,79,43,44,46
742,122.5500031,-20.04999924,23,38,27,45,39,54,42,56,54,69,85,52,38,41,57,38,80,44,45,46
743,122.5999985,-20.04999924,25,41,27,43,40,55,43,58,55,69,87,53,39,42,60,39,82,45,47,47
744,122.6500015,-20.04999924,27,45,27,43,40,55,44,59,55,70,89,54,39,42,61,38,84,45,48,48
745,122.6999969,-20.04999924,28,49,30,43,41,54,46,59,56,71,89,55,40,43,63,38,84,45,48,48
746,122.75,-20.04999924,28,50,29,43,41,55,47,62,58,72,88,55,40,40,60,39,85,47,52,48
747,122.8000031,-20.04999924,28,50,30,44,40,56,49,64,59,71,88,56,40,39,59,39,87,49,51,47
748,122.8499985,-20.04999924,28,49,32,45,38,57,49,66,57,71,86,56,40,40,60,39,89,48,51,46
749,119.1500015,-20,19,20,22,32,21,34,25,39,31,43,52,30,16,17,25,17,47,27,34,37
750,119.1999969,-20,20,20,24,32,21,34,24,37,28,44,52,31,15,17,26,17,47,27,33,37
751,119.25,-20,20,20,23,33,21,33,25,36,24,45,53,30,15,19,26,17,48,26,32,38
752,119.3000031,-20,19,20,23,36,22,32,23,36,24,46,53,31,16,19,26,18,49,26,32,38
753,119.3499985,-20,21,20,21,36,22,34,23,36,25,45,52,32,15,18,25,19,46,24,31,38
754,119.75,-20,18,21,23,32,23,31,25,40,24,44,54,36,12,23,21,12,35,22,27,28
755,119.8000031,-20,20,22,24,31,23,31,25,41,25,45,54,37,15,24,21,12,38,23,28,29
756,119.8499985,-20,20,22,24,31,24,30,28,42,26,45,57,37,15,26,24,13,40,24,30,28
757,119.9000015,-20,19,23,25,31,24,31,29,41,26,47,57,37,15,26,25,15,42,24,31,29
758,119.9499969,-20,19,23,26,30,24,32,31,42,28,48,56,38,17,26,26,16,44,25,32,35
759,120,-20,18,24,27,31,25,33,34,45,28,50,56,38,18,27,27,16,47,26,33,35
760,120.0500031,-20,18,24,29,30,23,34,34,45,31,50,57,37,17,28,29,17,48,27,35,35
761,120.0999985,-20,17,25,27,30,22,33,33,45,31,51,57,39,18,28,31,18,50,25,35,35
762,120.1500015,-20,16,26,27,30,24,35,34,45,31,50,56,37,18,26,31,19,50,27,36,33
763,120.1999969,-20,16,29,27,29,25,34,33,45,33,49,57,37,18,26,32,19,52,27,34,36
764,120.25,-20,16,29,27,29,25,33,33,44,33,49,57,37,17,26,32,18,52,27,33,35
765,120.3000031,-20,14,29,25,29,23,33,34,45,35,50,57,38,20,26,31,18,54,26,32,34
766,120.3499985,-20,14,29,25,30,24,36,34,45,37,49,59,39,20,26,30,19,53,27,33,34
767,120.4000015,-20,16,29,24,33,24,36,34,46,38,51,58,40,20,26,31,19,53,26,30,36
768,120.4499969,-20,16,31,23,34,23,36,35,47,39,51,60,38,20,25,32,19,52,26,30,36
769,120.5,-20,15,31,22,33,23,37,37,49,41,52,61,40,18,27,34,20,53,28,30,37
770,120.5500031,-20,14,29,22,35,24,37,35,46,41,52,61,41,17,27,36,18,52,27,31,37
771,120.5999985,-20,15,27,22,35,24,38,35,45,42,50,59,41,17,27,36,18,52,27,32,38
772,120.6500015,-20,16,27,22,35,24,37,32,45,41,49,58,39,17,27,36,18,52,27,32,36
773,120.6999969,-20,16,27,18,35,23,38,33,44,41,49,59,39,17,26,35,18,52,27,32,34
774,120.75,-20,16,25,18,35,22,38,32,44,43,49,57,39,17,25,35,18,51,27,31,33
775,120.8000031,-20,15,25,18,35,22,39,31,43,42,46,58,39,16,25,34,17,51,28,32,32
776,120.8499985,-20,15,24,18,36,21,40,31,43,42,46,57,39,15,25,34,17,49,29,31,32
777,120.9000015,-20,13,23,17,36,20,40,31,43,43,46,58,39,16,24,35,19,51,29,29,32
778,120.9499969,-20,15,24,17,35,21,39,33,43,44,46,58,37,16,24,38,19,51,29,29,30
779,121,-20,16,23,17,34,19,39,33,43,43,46,58,37,16,24,39,19,50,28,29,30
