ID,LONG,LAT,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
1554,121.9000015,-18.95000076,22,40,21,40,33,42,42,48,47,60,72,43,29,35,48,30,70,44,36,44
1555,121.9499969,-18.95000076,21,40,21,39,33,42,42,49,47,59,72,43,28,35,48,31,72,43,36,42
1556,122,-18.95000076,21,38,21,39,33,43,42,48,48,60,73,44,28,35,49,31,73,46,38,44
1557,122.0500031,-18.95000076,21,39,21,39,33,43,42,51,49,62,73,44,28,35,47,32,72,47,41,44
1558,122.0999985,-18.95000076,21,40,22,39,34,45,42,53,50,62,74,44,28,35,46,35,69,47,43,44
1559,122.1500015,-18.95000076,24,42,23,40,34,46,45,53,52,63,74,45,29,36,48,35,68,46,44,45
1560,122.1999969,-18.95000076,25,42,23,40,37,47,47,53,52,63,75,43,31,36,49,36,69,47,46,45
1561,122.25,-18.95000076,27,44,24,41,38,48,47,53,52,66,75,43,31,37,51,39,70,47,47,46
1562,122.3000031,-18.95000076,29,46,24,44,38,48,48,53,52,66,76,43,31,37,51,40,70,48,47,47
1563,122.3499985,-18.95000076,31,46,25,44,38,50,48,55,52,66,77,44,31,38,52,39,71,48,47,47
1564,122.4000015,-18.95000076,32,48,25,44,38,50,48,57,52,66,79,46,31,38,51,38,69,48,51,48
1565,122.4499969,-18.95000076,30,51,25,46,39,51,49,58,52,66,79,47,33,39,52,39,69,48,52,49
1566,122.5,-18.95000076,31,54,26,46,40,51,50,59,55,66,79,50,36,39,54,40,71,49,52,49
1567,122.5500031,-18.95000076,33,55,30,45,40,51,50,60,55,63,80,52,37,39,57,39,71,50,54,51
1568,122.5999985,-18.95000076,32,51,31,47,42,53,50,59,55,65,81,54,39,41,59,41,73,50,55,50
1569,122.6500015,-18.95000076,34,50,31,46,43,56,51,57,58,65,80,54,42,42,59,40,76,51,55,48
1570,122.6999969,-18.95000076,33,48,31,43,43,55,52,60,60,64,79,53,44,44,60,39,76,50,54,46
1571,122.75,-18.95000076,35,48,31,44,45,53,53,59,57,64,78,54,43,44,62,38,77,49,53,45
1572,122.8000031,-18.95000076,33,47,30,42,46,50,50,58,57,62,79,55,44,48,64,36,77,49,54,44
1573,122.8499985,-18.95000076,34,46,31,43,46,48,46,55,54,60,78,53,42,45,62,36,77,46,53,41
1574,121.5999985,-18.89999962,22,40,23,40,32,43,39,49,48,58,73,43,27,31,47,27,67,42,36,44
1575,121.6500015,-18.89999962,22,40,23,40,32,42,39,49,48,58,73,44,28,33,46,27,66,41,36,45
1576,121.6999969,-18.89999962,23,40,22,40,32,43,39,49,47,59,71,44,28,33,47,27,66,41,36,45
1577,121.75,-18.89999962,22,39,22,40,32,42,39,47,47,59,71,43,29,33,47,28,66,41,36,45
1578,121.8000031,-18.89999962,22,39,21,40,32,43,41,48,47,59,72,44,30,34,48,28,66,41,35,45
1579,121.8499985,-18.89999962,22,40,21,41,32,41,42,48,47,58,71,44,29,35,49,29,65,41,35,43
1580,121.9000015,-18.89999962,21,41,21,39,33,41,42,49,47,59,71,44,29,35,49,29,66,40,36,43
1581,121.9499969,-18.89999962,21,40,22,39,33,43,41,48,48,60,72,45,28,35,49,30,70,42,37,44
1582,122,-18.89999962,21,40,22,38,33,43,41,50,49,61,73,45,27,35,48,32,69,46,42,44
1583,122.0500031,-18.89999962,21,41,23,39,35,45,42,53,49,61,74,46,27,35,46,34,68,47,44,45
1584,122.0999985,-18.89999962,22,41,23,40,36,46,44,52,50,63,74,44,29,36,47,35,68,46,45,46
1585,122.1500015,-18.89999962,24,43,22,40,38,47,46,53,52,63,75,43,31,36,49,36,67,47,46,46
1586,122.1999969,-18.89999962,24,44,23,40,38,47,47,53,52,64,75,43,31,37,51,37,69,46,47,47
1587,122.25,-18.89999962,29,45,24,44,39,48,47,53,52,66,76,44,30,37,51,39,69,47,47,47
1588,122.3000031,-18.89999962,30,47,24,44,39,49,48,53,52,66,76,45,31,38,51,38,67,47,47,47
1589,122.3499985,-18.89999962,30,47,26,44,39,50,48,57,52,66,78,45,32,39,51,39,68,47,47,46
1590,122.4000015,-18.89999962,31,49,25,44,39,51,49,57,51,66,79,46,32,39,51,38,69,46,50,49
1591,122.4499969,-18.89999962,30,54,26,46,39,51,50,62,54,65,80,49,33,39,53,39,69,48,52,48
1592,122.5,-18.89999962,31,54,28,47,39,50,51,62,55,64,82,53,37,38,54,40,70,49,52,49
1593,122.5500031,-18.89999962,33,54,30,45,40,52,50,62,56,65,81,52,37,39,55,39,68,50,54,51
1594,122.5999985,-18.89999962,32,51,30,47,42,56,50,57,56,65,80,53,39,40,59,40,72,49,55,49
1595,122.6500015,-18.89999962,33,49,31,46,43,55,52,57,56,65,79,52,41,42,57,40,74,50,55,47
1596,122.6999969,-18.89999962,33,47,30,42,43,55,53,60,61,62,78,52,41,43,59,39,74,50,53,45
1597,122.75,-18.89999962,35,48,30,43,46,52,51,58,57,62,76,52,42,45,58,35,75,48,52,44
1598,122.8000031,-18.89999962,34,45,31,42,44,48,48,57,53,60,75,54,42,45,61,35,75,47,52,40
1599,122.8499985,-18.89999962,35,45,32,42,42,45,45,54,54,59,76,51,39,44,59,35,75,47,49,39
1600,121.6500015,-18.85000038,22,41,22,40,32,42,39,48,47,59,71,45,29,34,47,28,64,40,36,45
1601,121.6999969,-18.85000038,22,40,21,40,32,42,39,47,47,59,70,45,29,34,48,28,65,40,35,44
1602,121.75,-18.85000038,22,40,22,40,32,38,40,46,46,59,69,45,28,34,49,28,63,40,35,43
1603,121.8000031,-18.85000038,21,40,22,41,32,38,40,46,45,58,70,45,29,35,49,29,63,39,35,43
1604,121.8499985,-18.85000038,21,39,22,39,32,39,41,48,44,57,71,45,28,35,49,29,63,39,36,43
1605,121.9000015,-18.85000038,21,39,22,38,33,41,39,48,47,58,72,46,28,35,48,29,64,39,39,43
1606,121.9499969,-18.85000038,21,39,22,38,34,43,40,50,49,59,73,46,27,35,47,29,66,41,41,43
1607,122,-18.85000038,21,40,21,38,35,45,41,52,49,61,74,44,26,35,46,33,67,43,44,45
1608,122.0500031,-18.85000038,22,41,22,40,36,47,43,52,50,63,76,43,27,35,47,34,65,45,44,45
1609,122.0999985,-18.85000038,24,42,22,40,38,47,45,52,52,63,76,45,29,36,48,36,65,46,46,47
1610,122.1500015,-18.85000038,23,43,23,40,38,46,45,52,52,64,77,45,30,37,51,37,65,46,46,48
1611,122.1999969,-18.85000038,26,43,24,43,38,47,46,53,52,65,77,44,30,36,50,39,68,47,47,48
1612,122.25,-18.85000038,29,45,24,44,39,49,47,53,52,66,77,45,30,38,51,38,67,47,47,46
1613,122.3000031,-18.85000038,31,48,24,44,39,48,48,55,51,66,78,44,32,39,51,39,67,47,47,46
1614,122.3499985,-18.85000038,31,48,25,44,40,49,49,56,51,66,79,45,33,40,51,39,64,46,47,48
1615,122.4000015,-18.85000038,30,48,26,45,40,50,49,60,53,65,79,48,31,39,53,38,66,48,50,49
1616,122.4499969,-18.85000038,31,53,27,46,39,51,50,60,54,63,79,50,35,39,53,39,67,49,52,50
1617,122.5,-18.85000038,32,54,27,48,39,53,50,61,56,64,81,53,37,38,55,39,69,49,52,48
1618,122.5500031,-18.85000038,33,52,29,46,39,52,53,62,57,66,81,54,37,39,55,38,68,50,52,49
1619,122.5999985,-18.85000038,31,49,31,47,42,54,52,60,58,67,80,54,40,40,58,39,73,49,53,47
1620,122.6500015,-18.85000038,33,49,30,44,44,54,53,58,58,66,78,54,41,41,55,40,75,50,52,47
1621,122.6999969,-18.85000038,33,47,29,42,44,54,53,60,60,62,75,53,40,43,57,38,76,50,52,43
1622,122.75,-18.85000038,35,48,29,43,45,52,52,59,57,61,74,53,41,44,58,36,76,48,52,43
1623,122.8000031,-18.85000038,34,44,30,43,44,48,49,57,54,60,75,54,41,45,59,35,75,47,50,40
1624,122.8499985,-18.85000038,34,43,31,40,43,44,46,53,52,59,74,51,38,41,59,35,76,47,46,38
1625,121.6500015,-18.79999924,22,40,22,40,32,41,39,47,46,59,71,46,28,34,48,28,62,38,35,42
1626,121.6999969,-18.79999924,22,40,22,40,32,38,37,46,45,58,70,46,28,35,49,28,60,36,35,42
1627,121.75,-18.79999924,21,39,22,39,32,38,36,45,44,58,70,46,28,36,49,29,59,36,35,42
1628,121.8000031,-18.79999924,21,38,22,37,32,38,38,45,44,58,68,47,28,36,48,29,58,36,37,42
1629,121.8499985,-18.79999924,21,38,21,38,32,39,39,47,45,58,69,47,27,35,47,29,58,37,37,41
1630,121.9000015,-18.79999924,21,38,21,38,34,41,39,47,47,60,71,45,26,35,46,29,61,40,41,44
1631,121.9499969,-18.79999924,20,39,21,37,34,44,41,52,48,61,74,45,26,35,46,30,62,40,43,46
1632,122,-18.79999924,20,40,22,40,36,47,44,52,49,63,76,44,26,35,47,34,65,43,44,46
1633,122.0500031,-18.79999924,22,41,22,40,38,46,44,52,52,63,76,46,28,35,48,35,66,45,45,47
1634,122.0999985,-18.79999924,23,41,23,40,38,46,45,51,52,64,77,46,30,36,50,36,65,46,47,47
1635,122.1500015,-18.79999924,25,43,24,42,38,45,45,53,52,64,77,46,30,36,50,39,64,47,48,47
1636,122.1999969,-18.79999924,26,43,24,44,38,48,46,52,51,65,78,47,30,38,51,37,65,47,48,47
1637,122.25,-18.79999924,31,44,24,44,38,48,47,54,51,65,78,48,32,40,52,39,65,47,48,46
1638,122.3000031,-18.79999924,31,47,24,44,39,49,47,54,51,65,78,46,32,40,52,39,64,46,47,47
1639,122.3499985,-18.79999924,31,47,24,45,40,49,48,56,53,65,78,45,32,39,52,39,64,48,48,48
1640,122.4000015,-18.79999924,30,47,25,44,40,50,49,58,53,64,80,49,33,39,54,39,66,48,48,49
1641,122.4499969,-18.79999924,32,53,26,46,41,51,49,60,56,62,78,50,36,39,56,38,66,49,51,49
1642,122.5,-18.79999924,32,54,27,49,40,52,53,62,60,64,80,54,38,39,55,39,68,49,51,47
1643,122.5500031,-18.79999924,32,53,28,49,40,52,54,63,58,66,79,54,37,40,55,39,69,50,52,49
1644,122.5999985,-18.79999924,33,50,30,46,44,54,53,61,57,67,80,54,41,44,55,40,75,50,52,47
1645,122.6500015,-18.79999924,33,50,30,44,45,53,54,63,59,66,78,54,42,45,56,40,78,50,52,47
1646,122.6999969,-18.79999924,32,48,30,44,47,55,54,61,59,63,76,53,42,46,57,40,79,49,51,43
1647,122.75,-18.79999924,34,47,28,43,46,51,51,60,56,63,73,53,42,47,56,36,77,48,50,42
1648,122.8000031,-18.79999924,34,45,29,43,45,50,50,59,53,61,73,53,40,47,55,35,75,47,49,41
1649,122.8499985,-18.79999924,34,45,30,42,42,45,46,54,53,58,73,52,38,43,57,35,80,47,46,39
1650,121.6500015,-18.75,20,39,22,40,32,40,38,45,45,58,70,46,27,35,49,28,58,36,36,42
1651,121.6999969,-18.75,19,39,21,39,32,38,37,44,44,57,68,46,28,36,48,29,54,36,36,42
1652,121.75,-18.75,19,38,21,37,33,38,36,44,44,58,69,46,27,36,47,29,54,36,37,42
1653,121.8000031,-18.75,19,37,21,38,32,40,36,43,44,58,68,45,26,35,47,29,55,36,37,42
1654,121.8499985,-18.75,19,37,21,38,32,38,38,44,45,57,69,44,26,35,47,29,57,36,38,43
1655,121.9000015,-18.75,19,37,21,37,34,40,40,46,47,59,71,44,25,35,46,29,60,38,41,43
1656,121.9499969,-18.75,19,39,22,40,36,46,43,51,48,62,76,44,25,34,47,32,63,43,43,44
1657,122,-18.75,21,40,22,40,38,45,44,50,50,62,77,45,26,35,46,35,63,44,44,47
1658,122.0500031,-18.75,22,39,23,40,38,45,46,50,51,63,78,46,28,35,48,36,63,45,46,48
1659,122.0999985,-18.75,26,40,24,42,38,45,45,51,51,63,78,46,29,37,51,38,65,47,47,48
1660,122.1500015,-18.75,27,42,24,43,37,47,45,52,51,64,78,46,29,38,52,38,65,47,48,48
1661,122.1999969,-18.75,28,43,22,44,37,48,46,52,51,65,78,47,32,41,52,38,65,47,47,49
1662,122.25,-18.75,29,44,22,44,39,48,47,53,52,65,77,48,33,40,52,39,65,47,47,47
1663,122.3000031,-18.75,31,47,21,45,40,48,48,55,53,65,76,48,32,39,52,39,64,48,47,47
1664,122.3499985,-18.75,31,47,23,44,41,48,49,57,54,64,77,48,33,39,55,38,64,47,48,48
1665,122.4000015,-18.75,30,49,26,44,41,50,50,59,55,65,79,49,34,39,56,38,66,48,47,49
1666,122.4499969,-18.75,31,52,26,47,41,52,50,61,58,65,79,51,37,39,58,40,66,48,50,48
1667,122.5,-18.75,31,54,27,50,41,53,53,63,59,66,80,53,39,41,58,40,69,49,50,47
1668,122.5500031,-18.75,32,54,29,49,41,51,53,64,59,68,78,56,39,44,56,41,72,50,49,46
1669,122.5999985,-18.75,32,52,30,47,45,53,54,63,60,67,79,55,40,44,56,40,77,50,51,47
1670,122.6500015,-18.75,33,51,29,45,46,54,54,64,61,66,78,55,42,46,57,42,79,50,51,45
1671,122.6999969,-18.75,32,48,28,45,47,54,55,62,60,63,76,56,42,47,57,40,81,49,50,44
1672,122.75,-18.75,35,47,28,44,47,53,53,62,55,63,74,53,42,48,55,39,78,48,49,40
1673,122.8000031,-18.75,34,46,27,44,45,50,51,59,54,62,74,53,39,48,54,38,77,48,48,40
1674,122.8499985,-18.75,34,45,31,44,42,48,50,54,54,59,73,53,38,45,57,38,78,47,47,39
1675,121.75,-18.70000076,19,36,21,38,32,38,35,43,45,58,68,44,26,35,47,28,53,36,37,42
1676,121.8000031,-18.70000076,19,36,21,38,32,38,36,43,45,58,67,44,25,35,46,27,55,36,37,43
1677,121.8499985,-18.70000076,19,35,21,37,32,38,38,45,47,58,68,45,24,34,46,26,57,38,39,44
1678,121.9000015,-18.70000076,20,36,21,40,33,42,40,46,47,60,71,45,25,34,45,29,60,38,42,45
1679,121.9499969,-18.70000076,21,38,22,40,38,45,45,50,49,63,77,46,25,35,47,32,62,43,43,46
1680,122,-18.70000076,24,39,23,40,37,45,46,50,50,63,78,46,28,35,49,35,62,45,43,48
1681,122.0500031,-18.70000076,25,37,22,41,37,45,46,50,50,63,79,46,29,38,51,38,63,45,45,47
1682,122.0999985,-18.70000076,27,39,22,42,37,46,46,50,50,64,76,46,30,38,52,39,64,47,47,47
1683,122.1500015,-18.70000076,27,42,22,44,37,47,47,52,51,64,76,47,32,41,52,39,65,47,47,48
1684,122.1999969,-18.70000076,28,42,22,44,38,47,48,53,52,65,76,50,32,41,53,38,66,47,47,48
1685,122.25,-18.70000076,29,44,21,45,40,46,47,54,53,65,76,50,32,40,53,39,65,48,47,48
1686,122.3000031,-18.70000076,30,46,23,44,41,47,48,56,54,64,76,51,32,40,55,37,64,48,46,49
1687,122.3499985,-18.70000076,30,46,23,44,41,47,49,58,54,65,78,49,35,41,55,38,64,48,47,49
1688,122.4000015,-18.70000076,30,50,25,45,41,51,46,60,56,65,78,53,35,41,57,39,68,48,47,48
1689,122.4499969,-18.70000076,30,52,25,48,41,53,49,63,57,66,78,54,37,42,58,40,69,48,49,48
1690,122.5,-18.70000076,31,55,27,49,42,53,52,63,60,67,76,56,39,45,58,41,72,49,50,47
1691,122.5500031,-18.70000076,32,54,28,47,43,53,53,64,60,68,77,57,39,45,59,40,75,49,48,46
1692,122.5999985,-18.70000076,33,52,29,46,46,54,54,64,64,66,78,56,41,45,57,42,79,50,50,48
1693,122.6500015,-18.70000076,34,50,29,48,47,54,54,66,60,66,76,56,43,48,57,45,82,51,51,45
1694,122.6999969,-18.70000076,34,48,28,47,46,54,57,64,58,65,76,56,42,51,58,42,85,50,50,41
1695,122.75,-18.70000076,35,47,29,45,46,54,55,63,56,64,75,57,41,50,57,41,82,49,50,41
1696,122.8000031,-18.70000076,34,46,29,43,45,52,53,61,54,62,74,54,40,49,57,39,80,49,48,40
1697,122.8499985,-18.70000076,35,46,30,44,42,49,51,58,54,59,73,56,38,49,59,37,79,49,48,41
1698,121.8000031,-18.64999962,20,35,21,38,32,37,37,43,46,58,69,45,24,33,46,27,56,37,38,42
1699,121.8499985,-18.64999962,20,35,20,40,33,37,38,44,46,57,69,45,24,33,46,30,58,38,40,42
1700,121.9000015,-18.64999962,21,37,21,40,34,42,43,48,46,62,74,46,25,34,47,32,61,41,42,43
1701,121.9499969,-18.64999962,25,37,21,40,37,44,45,49,49,64,76,45,29,34,49,33,62,44,43,46
1702,122,-18.64999962,26,38,22,41,37,43,45,50,50,65,77,47,29,39,51,37,62,45,43,46
1703,122.0500031,-18.64999962,24,39,22,42,37,45,46,50,50,66,76,48,30,39,53,39,64,47,46,46
1704,122.0999985,-18.64999962,24,40,21,44,37,45,46,51,50,66,76,48,32,41,54,39,65,47,47,46
1705,122.1500015,-18.64999962,26,42,20,45,39,46,45,53,51,67,75,50,32,40,54,38,66,47,46,47
1706,122.1999969,-18.64999962,27,43,20,45,39,46,46,54,52,67,75,52,32,40,54,37,66,49,46,47
1707,122.25,-18.64999962,28,43,22,45,41,46,48,55,54,66,75,51,31,41,55,38,66,49,46,50
1708,122.3000031,-18.64999962,29,46,22,45,41,47,49,57,56,67,77,52,33,41,55,38,64,49,46,50
1709,122.3499985,-18.64999962,30,47,23,45,41,48,48,60,57,66,77,51,36,42,55,38,66,49,47,49
1710,122.4000015,-18.64999962,31,50,26,45,41,51,48,63,58,68,77,52,36,43,58,40,71,49,47,50
1711,122.4499969,-18.64999962,32,53,26,46,42,52,52,63,60,69,75,55,39,43,58,41,73,49,48,48
1712,122.5,-18.64999962,32,54,27,48,44,53,52,66,63,70,75,58,39,46,58,40,73,49,48,48
1713,122.5500031,-18.64999962,33,54,28,46,44,53,54,67,63,72,76,60,39,46,59,42,77,50,48,48
1714,122.5999985,-18.64999962,35,52,30,46,45,56,55,67,63,71,77,59,41,46,59,43,80,51,49,49
1715,122.6500015,-18.64999962,37,49,30,48,49,55,55,68,63,69,76,59,43,47,60,44,85,50,51,44
1716,122.6999969,-18.64999962,36,50,29,48,49,55,55,67,60,68,76,59,43,52,58,42,86,51,51,42
1717,122.75,-18.64999962,36,47,31,47,48,57,56,67,58,66,75,59,40,52,59,42,84,50,50,42
1718,122.8000031,-18.64999962,35,47,30,44,48,57,55,66,56,63,75,57,40,53,58,40,83,50,49,44
1719,122.8499985,-18.64999962,35,47,30,44,45,53,53,61,56,60,74,58,40,52,60,38,83,51,48,43
1720,121.8000031,-18.60000038,20,33,19,39,34,41,40,47,46,60,73,45,24,33,46,30,62,39,42,42
1721,121.8499985,-18.60000038,18,35,20,40,37,43,44,49,48,63,74,44,26,35,48,32,63,40,42,42
1722,121.9000015,-18.60000038,23,36,20,40,37,43,44,49,49,66,75,45,28,35,50,34,63,42,41,45
1723,121.9499969,-18.60000038,24,38,20,41,37,43,44,49,50,65,76,47,29,39,52,35,64,42,41,46
1724,122,-18.60000038,24,39,21,43,37,45,45,50,50,66,75,48,29,39,54,37,65,46,41,46
1725,122.0500031,-18.60000038,25,40,21,44,37,46,45,51,50,66,75,49,30,41,54,38,67,48,44,45
1726,122.0999985,-18.60000038,26,42,20,45,38,46,45,53,52,67,75,50,32,40,54,37,68,48,45,45
1727,122.1500015,-18.60000038,26,43,20,45,39,46,46,54,52,67,75,51,32,41,54,37,68,49,45,47
1728,122.1999969,-18.60000038,28,43,22,45,40,46,47,54,53,67,75,53,32,41,56,37,68,51,45,47
1729,122.25,-18.60000038,28,43,23,45,41,47,48,59,56,67,74,54,33,42,56,38,68,50,45,50
1730,122.3000031,-18.60000038,30,44,24,45,41,48,48,60,57,67,75,52,33,42,57,38,71,50,47,49
1731,122.3499985,-18.60000038,31,48,24,46,42,48,49,61,58,68,75,51,35,43,58,38,72,49,47,51
1732,122.4000015,-18.60000038,31,51,26,45,42,50,50,62,60,69,76,54,36,43,59,40,74,49,47,49
1733,122.4499969,-18.60000038,32,51,26,48,43,54,52,64,61,70,75,55,39,45,60,43,72,50,49,49
1734,122.5,-18.60000038,32,53,29,46,43,54,54,68,63,71,75,59,40,46,61,42,78,50,48,50
1735,122.5500031,-18.60000038,34,55,29,46,44,55,57,68,62,71,76,59,40,46,63,42,80,52,47,49
1736,122.5999985,-18.60000038,35,51,30,47,46,59,58,68,63,72,76,57,42,48,60,42,81,53,49,49
1737,122.6500015,-18.60000038,37,49,30,49,49,60,57,68,63,71,76,59,43,49,58,43,86,52,51,48
1738,122.6999969,-18.60000038,37,50,32,50,50,60,57,69,61,70,76,59,40,52,61,42,88,53,50,46
1739,122.75,-18.60000038,37,49,34,50,49,58,56,69,61,67,75,61,42,54,61,42,88,54,49,46
1740,122.8000031,-18.60000038,35,47,33,46,49,57,58,68,59,65,74,58,42,54,60,39,86,53,49,46
1741,122.8499985,-18.60000038,36,48,32,46,48,55,57,67,57,63,72,60,40,51,62,37,84,53,49,47
1742,121.8000031,-18.54999924,19,35,18,41,36,43,43,49,47,64,73,44,26,35,48,32,63,40,41,42
1743,121.8499985,-18.54999924,20,36,19,41,37,43,43,49,48,65,75,46,28,38,50,34,62,42,41,44
1744,121.9000015,-18.54999924,23,38,19,41,36,43,44,49,48,66,76,46,29,39,52,36,66,44,41,44
1745,121.9499969,-18.54999924,23,39,20,43,36,44,45,50,49,67,75,48,29,40,54,37,67,46,41,45
1746,122,-18.54999924,24,40,20,43,37,45,45,50,49,67,75,49,29,41,53,36,68,47,42,46
1747,122.0500031,-18.54999924,25,42,20,45,37,45,45,52,52,68,74,51,32,40,54,37,69,48,43,47
1748,122.0999985,-18.54999924,27,42,20,45,38,46,45,53,52,68,75,51,32,41,54,37,68,51,45,48
1749,122.1500015,-18.54999924,27,43,22,45,39,46,47,56,52,68,75,53,32,42,56,36,68,52,45,48
1750,122.1999969,-18.54999924,30,43,23,44,40,46,48,58,56,67,74,54,32,42,56,37,69,52,44,49
1751,122.25,-18.54999924,30,43,24,45,42,46,47,60,57,67,74,54,35,42,57,38,72,52,47,50
1752,122.3000031,-18.54999924,32,44,24,46,41,48,50,60,58,67,75,54,36,43,58,38,74,51,47,50
1753,122.3499985,-18.54999924,31,49,24,46,41,51,51,60,59,70,75,55,36,43,59,38,75,52,48,50
1754,122.4000015,-18.54999924,31,50,26,46,44,52,52,62,59,70,75,55,39,44,62,43,76,52,46,50
1755,122.4499969,-18.54999924,32,50,27,47,44,55,55,66,62,71,76,57,41,45,63,42,78,53,49,51
1756,122.5,-18.54999924,34,55,29,46,45,57,55,67,63,72,75,60,41,47,65,42,82,54,50,51
1757,122.5500031,-18.54999924,34,52,30,50,45,61,57,68,63,71,75,59,40,48,65,43,82,55,48,51
1758,122.5999985,-18.54999924,37,49,31,50,48,61,58,68,65,72,76,59,40,49,65,43,85,56,49,54
1759,122.6500015,-18.54999924,37,50,32,50,49,62,58,68,63,72,77,60,42,51,63,43,86,55,50,52
1760,122.6999969,-18.54999924,39,51,33,51,51,63,58,70,62,70,77,60,42,52,64,43,89,55,51,50
1761,122.75,-18.54999924,38,50,33,50,49,62,60,70,63,68,76,62,42,55,62,42,88,57,51,47
1762,122.8000031,-18.54999924,37,52,33,49,48,61,60,71,61,67,74,62,42,55,61,40,88,56,50,46
1763,122.8499985,-18.54999924,37,50,34,49,49,62,61,70,61,64,73,61,43,53,62,39,87,57,49,47
1764,121.8000031,-18.5,19,37,19,41,35,43,43,49,47,66,74,46,28,37,47,32,63,42,39,43
1765,121.8499985,-18.5,22,38,19,41,35,43,44,49,47,66,74,46,29,38,49,35,64,44,39,44
1766,121.9000015,-18.5,22,39,20,42,35,44,45,50,48,66,75,49,29,39,52,37,66,45,39,46
1767,121.9499969,-18.5,23,40,19,43,37,45,45,50,49,67,75,50,29,39,52,37,66,46,40,47
1768,122,-18.5,26,42,19,44,37,45,45,51,51,67,75,51,33,39,52,35,68,48,41,47
1769,122.0500031,-18.5,25,42,21,43,38,46,45,54,51,67,74,53,33,41,54,37,68,50,42,48
1770,122.0999985,-18.5,28,43,21,44,39,46,47,58,52,67,74,53,33,41,56,36,67,51,44,47
1771,122.1500015,-18.5,29,43,23,44,40,45,48,59,57,66,74,54,32,42,57,36,68,51,45,47
1772,122.1999969,-18.5,30,43,23,45,40,46,48,62,58,67,74,55,33,42,58,37,72,53,47,49
1773,122.25,-18.5,31,43,24,46,41,48,49,62,58,68,75,55,35,42,60,38,72,53,47,50
1774,122.3000031,-18.5,32,44,24,46,41,50,49,63,59,70,76,55,34,43,60,39,75,54,47,50
1775,122.3499985,-18.5,32,49,24,45,41,51,51,63,60,71,75,55,36,44,62,41,74,54,46,51
1776,122.4000015,-18.5,33,48,27,45,44,53,53,66,61,72,76,56,38,44,63,43,78,56,45,51
1777,122.4499969,-18.5,32,50,29,46,45,58,55,69,62,74,76,57,41,47,63,43,80,56,49,52
1778,122.5,-18.5,34,51,30,48,45,62,56,69,62,74,75,58,41,47,67,43,83,55,52,52
1779,122.5500031,-18.5,37,52,30,50,46,61,57,69,64,73,75,59,42,47,67,44,85,56,52,53
1780,122.5999985,-18.5,39,50,33,50,48,63,59,70,66,73,77,59,41,50,68,45,88,57,52,51
1781,122.6500015,-18.5,40,51,32,51,48,63,60,70,63,71,78,61,40,51,69,45,88,59,53,51
1782,122.6999969,-18.5,42,52,35,51,51,65,60,71,62,70,80,59,43,55,68,45,91,59,54,50
1783,122.75,-18.5,41,52,35,52,50,66,60,71,64,69,78,63,44,56,67,44,91,59,53,49
1784,122.8000031,-18.5,40,52,35,52,50,68,61,72,66,67,76,63,45,55,66,41,91,58,52,50
1785,122.8499985,-18.5,38,51,35,50,53,66,60,73,63,67,76,62,43,55,67,40,90,57,51,50
1786,121.9499969,-18.45000076,25,41,20,44,35,45,45,54,52,68,74,52,30,40,54,38,70,46,40,46
1787,122,-18.45000076,25,42,20,44,38,45,46,55,52,69,75,53,32,41,55,37,70,49,42,47
1788,122.0500031,-18.45000076,26,42,21,44,39,45,48,58,52,68,75,53,32,41,56,36,70,50,43,47
1789,122.0999985,-18.45000076,28,43,23,45,40,46,48,60,55,67,76,54,32,41,57,36,70,52,45,46
1790,122.1500015,-18.45000076,28,43,24,46,41,47,48,61,57,68,76,54,33,41,58,37,73,52,46,47
1791,122.1999969,-18.45000076,29,43,25,47,40,47,49,62,58,69,76,55,34,42,61,37,74,53,46,49
1792,122.25,-18.45000076,30,42,24,46,41,50,49,62,59,69,77,56,34,43,61,39,76,53,46,49
1793,122.3000031,-18.45000076,31,46,25,46,41,51,49,63,59,73,77,56,36,44,61,40,74,56,47,51
1794,122.3499985,-18.45000076,32,49,27,46,42,52,51,65,61,73,76,58,38,45,63,41,75,57,47,51
1795,122.4000015,-18.45000076,32,49,32,47,44,57,54,66,61,75,76,57,39,47,64,42,78,57,47,52
1796,122.4499969,-18.45000076,33,49,32,48,45,62,55,69,62,74,76,55,41,47,66,43,82,57,52,53
1797,122.5,-18.45000076,34,51,32,49,46,61,57,69,63,75,76,58,42,47,70,44,86,58,53,54
1798,122.5500031,-18.45000076,38,52,33,51,48,62,58,70,65,75,76,59,41,48,69,46,87,60,54,52
1799,122.5999985,-18.45000076,40,52,33,52,49,63,59,70,66,75,78,60,40,52,71,46,87,60,54,52
1800,122.6500015,-18.45000076,41,53,36,52,49,63,60,71,65,73,80,62,40,55,69,47,88,61,55,51
1801,122.6999969,-18.45000076,42,53,35,52,49,68,60,72,66,70,82,61,43,58,69,45,92,61,57,53
1802,122.75,-18.45000076,42,53,36,55,52,71,60,72,66,69,81,63,44,58,68,43,94,60,55,51
1803,122.8000031,-18.45000076,41,53,36,54,53,71,61,73,66,68,78,63,46,58,68,43,92,60,54,51
1804,122.8499985,-18.45000076,41,53,35,52,53,68,60,74,66,66,77,62,46,57,68,42,92,59,53,51
1805,122.0500031,-18.39999962,26,42,23,46,39,47,48,60,54,67,76,55,32,41,57,37,72,52,43,46
